artist,followers,genres,popularity,type,rank,daily streams,peak daily,monthly listeners,total_page_views,total_songs_count,songs_with_duration_count
Udit Narayan,21661647.0,"bollywood, hindi pop, desi",81.0,artist,"5,693.2",5.909,"2,486.9",342.2,520870.0,7.0,1.0
Sadhana Sargam,1411047.0,"tamil pop, bollywood",70.0,artist,"1,527.6",1.293,432.9,138.8,135396.0,6.0,0.0
Lata Mangeshkar,24395589.0,"ghazal, bollywood, bhajan, hindi pop, marathi pop",77.0,artist,"3,778.0",3.779,"2,418.8",889.5,2303578.0,10.0,0.0
Shekhar Ravjiani,2511118.0,"bollywood, hindi pop, desi",67.0,artist,"1,887.9",1.076,34.5,19.2,75039.0,3.0,0.0
Cosculluela,6929282.0,"reggaeton, trap latino, latin hip hop",74.0,artist,"5,686.9",2.985,"3,116.8","1,197.3",334862.0,10.0,0.0
Swedish House Mafia,3956737.0,edm,76.0,artist,"5,684.0",2.685,"5,353.3",779.5,1250023.0,12.0,5.0
MEDUZA,167791.0,"dansband, rockabilly, epadunk, ragga",52.0,artist,"5,649.4",1.101,"5,169.8",24.3,508201.0,8.0,7.0
Glee Cast,1529125.0,christmas,68.0,artist,"5,646.8",1.001,"5,646.8","4,774.0",631310.0,15.0,1.0
R3HAB,2611115.0,"slap house, edm",70.0,artist,"5,644.9",1.021,"3,416.9",76.4,430571.0,12.0,3.0
Journey,6526711.0,"aor, classic rock",73.0,artist,"5,629.3",2.001,"5,629.1","5,543.1",7785584.0,13.0,5.0
NIKI,91212.0,nan,56.0,artist,"5,617.4",3.696,"4,906.7","4,527.4",978182.0,3.0,0.0
Lord Huron,2176574.0,nan,77.0,artist,"5,601.0",3.982,"5,601.0","5,118.3",2504169.0,16.0,8.0
A$AP Ferg,4294771.0,rap,68.0,artist,"5,587.6",1.032,"3,589.7","1,159.4",22879139.0,19.0,0.0
John Williams,1609286.0,soundtrack,71.0,artist,"5,586.9",2.415,"3,731.4","2,224.8",424202.0,10.0,1.0
Dominic Fike,2228698.0,nan,75.0,artist,"5,564.8",2.261,"4,933.7","4,442.1",1989931.0,13.0,8.0
Paul McCartney,5251669.0,nan,70.0,artist,"5,150.4",1.525,"3,214.6","1,813.1",977006.0,8.0,0.0
AJR,6724.0,reggaeton,17.0,artist,"5,544.0",1.493,"5,228.4","4,856.0",3022656.0,12.0,0.0
Gwen Stefani,7081361.0,nan,74.0,artist,"5,540.9",2.407,"3,831.3","1,932.6",2449752.0,11.0,7.0
No Doubt,3133988.0,nan,69.0,artist,"2,476.9",1.139,"2,476.2","2,278.6",2464461.0,14.0,8.0
LUDMILLA,8353131.0,"pagode, brazilian pop, funk pop, brazilian funk, pagode baiano, funk carioca",73.0,artist,"5,538.0",2.002,"3,390.1","1,633.9",155989.0,15.0,0.0
Djonga,3054421.0,"brazilian hip hop, boom bap, brazilian trap",69.0,artist,"2,596.9",1.317,"1,732.8",50.2,509158.0,14.0,0.0
Marvin Gaye,5990874.0,"motown, classic soul, soul, northern soul, quiet storm",73.0,artist,"5,532.4",1.911,"5,435.3","3,085.3",4274242.0,28.0,6.0
X Ambassadors,3109419.0,nan,69.0,artist,"5,527.9",1.644,"3,076.2","2,471.1",1110379.0,14.0,0.0
James Bay,4107158.0,nan,67.0,artist,"5,527.3",0.787,"5,368.8","4,944.1",3706009.0,17.0,12.0
Galantis,3470851.0,nan,69.0,artist,"5,524.9",0.845,"4,775.2","2,954.2",1043120.0,15.0,7.0
Tyler Childers,3164070.0,"country, outlaw country, red dirt, alt country, texas country, bluegrass",75.0,artist,"5,518.2",2.657,"5,406.4","4,662.1",2436390.0,15.0,6.0
Lefty Sm,3569361.0,"mexican hip hop, latin hip hop",70.0,artist,"2,420.8",1.435,"1,971.6",801.9,39567.0,9.0,2.0
Santa Fe Klan,10132400.0,"mexican hip hop, latin hip hop",73.0,artist,"5,517.8",2.353,"2,955.4","1,049.4",101039.0,8.0,2.0
Danna Paola,5101466.0,nan,67.0,artist,"3,741.0",1.07,"2,408.4","1,950.0",194960.0,11.0,4.0
Bad Gyal,2202218.0,neoperreo,73.0,artist,"3,189.3",2.251,"2,253.6","1,011.0",665511.0,13.0,4.0
Cazzu,8059878.0,"argentine trap, trap latino, turreo",75.0,artist,"5,492.6",3.082,"2,114.8","1,137.5",869016.0,13.0,3.0
The Cranberries,5428742.0,nan,76.0,artist,"5,483.8",3.004,"5,483.8","5,478.0",17477456.0,19.0,13.0
DENNIS,712470.0,nan,62.0,artist,"3,230.5",1.136,"2,600.4",7.7,63291.0,6.0,0.0
Young Miko,4764935.0,trap latino,76.0,artist,"5,465.2",3.527,"1,650.8","1,042.8",174970.0,5.0,0.0
KATSEYE,5519681.0,k-pop,83.0,artist,"1,845.1",8.742,"1,829.1","1,273.9",5584746.0,15.0,11.0
Jelly Roll,6127588.0,"country hip hop, country",79.0,artist,"5,443.1",4.542,"3,691.9","2,632.1",980501.0,8.0,4.0
Alex Warren,2944737.0,nan,85.0,artist,"4,132.3",10.775,"4,132.3","3,645.2",3411835.0,16.0,9.0
Falling In Reverse,4302460.0,"emo, rap metal",74.0,artist,"3,823.4",2.276,"3,823.4","3,524.3",1909740.0,15.0,8.0
T3R Elemento,5610567.0,"corrido, corridos tumbados, sierreño, sad sierreño, banda, corridos bélicos, norteño, música mexicana",69.0,artist,"2,862.7",1.326,"2,426.0","1,756.9",424473.0,13.0,7.0
Gerardo Ortiz,8626863.0,"banda, corrido, norteño, sierreño, corridos bélicos, música mexicana",73.0,artist,"5,433.1",2.597,"4,371.1","4,079.2",25583.0,2.0,0.0
Zion,8382734.0,"reggaeton, latin",77.0,artist,"6,330.4",3.725,"1,394.5",464.3,48057.0,5.0,0.0
Daya,1851864.0,nan,70.0,artist,"5,426.6",1.538,"2,214.2","2,075.5",1350878.0,5.0,0.0
Benny Dayal,4726678.0,"bollywood, desi, hindi pop",70.0,artist,"2,259.2",1.741,805.1,87.0,329292.0,9.0,0.0
Lil Mosey,5988762.0,melodic rap,64.0,artist,"4,802.9",0.51,"4,138.6","3,369.7",4940336.0,14.0,11.0
Mau y Ricky,6833166.0,"latin pop, reggaeton, pop urbano",66.0,artist,"4,427.6",0.786,"3,025.5",472.9,309944.0,10.0,5.0
Matoma,710598.0,tropical house,59.0,artist,"2,922.0",0.259,"1,556.0",12.4,625809.0,11.0,2.0
Oliver Heldens,1059834.0,"future house, house",63.0,artist,"2,337.7",0.436,"1,097.7",61.9,162080.0,13.0,1.0
Becky Hill,926617.0,nan,68.0,artist,"5,418.0",1.029,"2,086.5",394.5,225108.0,10.0,7.0
Abraham Mateo,1604392.0,nan,68.0,artist,"1,762.2",1.739,"1,219.2",246.2,183732.0,10.0,4.0
Laufey,8569066.0,nan,83.0,artist,"5,397.7",8.028,"5,024.3","4,406.1",3624642.0,14.0,6.0
Y2K,331984.0,nan,56.0,artist,"1,532.5",0.151,"1,176.3",nan,5454055.0,7.0,3.0
bbno$,2761355.0,nan,78.0,artist,"5,387.0",3.768,"2,882.1",967.7,1296105.0,10.0,6.0
Yung Gravy,1759900.0,nan,66.0,artist,"3,198.1",0.792,"2,526.9","1,585.6",3634460.0,18.0,8.0
Skillet,5914846.0,"christian rock, christian alternative rock, christian",75.0,artist,"5,386.1",2.548,"5,374.7","5,338.5",1792695.0,19.0,18.0
Depeche Mode,7398234.0,"new wave, synthpop, darkwave",74.0,artist,"5,375.7",2.824,"5,373.3","5,304.9",2087511.0,15.0,7.0
gnash,1589113.0,nan,59.0,artist,"2,823.7",0.279,"2,442.5",568.1,15557526.0,16.0,0.0
Nas,131777.0,pop punk,39.0,artist,"5,374.6",1.85,"3,938.5","2,419.5",19606209.0,23.0,0.0
Gloria Groove,3802469.0,"brazilian pop, funk pop, pagode, brazilian funk",66.0,artist,"2,119.9",0.864,"1,287.8","1,053.5",33509.0,12.0,1.0
Sorriso Maroto,3866003.0,"pagode, samba",75.0,artist,"3,865.0",2.505,"2,798.2","1,786.4",0.0,14.0,0.0
Kris Kross Amsterdam,259216.0,hollands,58.0,artist,"1,970.4",0.268,"1,226.5",nan,389373.0,12.0,3.0
Devi Sri Prasad,12334601.0,"telugu pop, tollywood, tamil dance, tamil pop, kollywood",73.0,artist,"2,642.6",2.302,"1,923.9",175.9,358403.0,13.0,0.0
Diddy,1983771.0,"hip hop, east coast hip hop",70.0,artist,"5,311.2",1.822,"2,235.7",16.4,3180747.0,11.0,1.0
Weezer,4620946.0,alternative rock,73.0,artist,"5,297.9",1.775,"5,238.4","5,181.0",7417865.0,16.0,5.0
Madison Beer,8578207.0,nan,75.0,artist,"5,267.5",3.378,"3,855.9","3,505.5",2886469.0,12.0,9.0
K/DA,732.0,traditional music,12.0,artist,"1,343.5",0.431,"1,343.5",nan,2197870.0,8.0,0.0
Wale,4284346.0,nan,73.0,artist,"5,121.4",2.354,"2,714.3",399.7,11183524.0,14.0,0.0
Lucenzo,168169.0,reggaeton,70.0,artist,"5,230.0",2.86,"2,872.6",423.2,7682.0,9.0,2.0
Lil Jon & The East Side Boyz,1134752.0,"crunk, southern hip hop",64.0,artist,"1,291.8",0.626,"1,168.6",46.5,4737162.0,18.0,5.0
Lil Jon,1691239.0,crunk,73.0,artist,"5,217.6",2.454,753.3,1.6,239497.0,3.0,2.0
Maggie Lindemann,2047579.0,nan,63.0,artist,"1,929.6",0.662,"1,377.0",391.2,1255844.0,14.0,6.0
Danger Mouse,279545.0,nan,69.0,artist,"2,931.9",1.248,259.7,nan,263110.0,6.0,0.0
Lil Skies,5287560.0,melodic rap,65.0,artist,"5,210.5",0.666,"4,224.8","2,512.3",6852599.0,18.0,6.0
Emis Killa,1659216.0,italian trap,63.0,artist,"1,880.5",0.536,"1,327.6",659.3,1242214.0,15.0,5.0
Hillsong Worship,7234833.0,"worship, christian, pop worship, ccm, gospel",74.0,artist,"5,199.4",2.582,"5,199.4","1,123.8",4618900.0,20.0,1.0
Skepta,1634628.0,"grime, uk grime",76.0,artist,"5,197.9",3.337,"1,872.0",736.1,3817975.0,11.0,3.0
"Earth, Wind & Fire",5092641.0,"funk, disco",74.0,artist,"5,191.0",2.16,"4,998.2","4,241.7",7946500.0,19.0,13.0
Massimo Pericolo,689384.0,italian trap,61.0,artist,"1,272.7",0.409,797.7,58.3,1466618.0,15.0,4.0
Melendi,4639912.0,"flamenco, flamenco pop",73.0,artist,"4,645.4",2.037,"4,336.5","3,369.2",361394.0,17.0,10.0
Sachet Tandon,7495855.0,"bhajan, hindi pop, devotional, bollywood, desi pop",73.0,artist,"3,552.6",3.087,"2,621.8",31.7,292407.0,10.0,0.0
Rochak Kohli,1808239.0,"bollywood, hindi pop",71.0,artist,"3,065.3",2.127,"1,597.6",7.8,99014.0,9.0,0.0
Tulsi Kumar,13347960.0,"bollywood, hindi pop, desi",72.0,artist,"3,101.1",2.027,710.0,184.2,83828.0,4.0,0.0
Ankit Tiwari,15072035.0,"bollywood, hindi pop, desi",67.0,artist,"1,587.6",1.158,"1,011.2",501.4,158831.0,15.0,5.0
Felipe Amorim,3250411.0,"piseiro, forró, arrocha, sertanejo, agronejo, brega",75.0,artist,"3,356.1",2.882,"2,426.3","1,373.1",0.0,15.0,0.0
Hugo & Guilherme,3297224.0,"sertanejo, sertanejo universitário, agronejo, arrocha",75.0,artist,"5,154.9",2.66,"3,680.7","2,278.6",0.0,14.0,0.0
Daryl Hall & John Oates,2861511.0,"yacht rock, soft rock",74.0,artist,"5,151.2",2.265,"5,151.2","4,883.5",5241559.0,20.0,12.0
Wings,5388.0,"desi hip hop, hindi hip hop, punjabi hip hop",12.0,artist,"1,353.5",0.545,795.6,795.0,1743531.0,11.0,3.0
Iron Maiden,10386844.0,"heavy metal, metal, hard rock, rock",72.0,artist,"5,141.5",1.894,"5,141.5","5,141.5",1993141.0,14.0,1.0
Ghostface Killah,996178.0,"east coast hip hop, hardcore hip hop",63.0,artist,"1,556.4",0.531,318.4,82.0,1266151.0,13.0,3.0
AP Dhillon,8830778.0,"punjabi hip hop, punjabi pop, desi, bhangra, desi hip hop",75.0,artist,"5,137.5",3.861,"4,789.3",950.7,1990317.0,31.0,1.0
Lukas Graham,2963376.0,dansk pop,69.0,artist,"5,134.3",1.279,"4,836.0","4,614.7",6754315.0,15.0,10.0
RM,3545.0,dansband,25.0,artist,"3,109.1",1.479,"2,184.3","1,165.6",1547840.0,4.0,0.0
Payal Dev,3476347.0,"bhajan, devotional, bollywood, desi pop, hindi pop",67.0,artist,"1,809.7",1.005,853.4,0.7,242942.0,8.0,0.0
Los Tucanes De Tijuana,4327484.0,"corrido, norteño, cumbia norteña, música mexicana, banda, ranchera",74.0,artist,"5,111.3",3.331,"4,839.5","4,766.1",132166.0,14.0,0.0
Shaggy,2493757.0,reggae,73.0,artist,"5,110.8",2.04,"3,599.3",724.8,4151349.0,14.0,5.0
Sting,5388.0,"desi hip hop, hindi hip hop, punjabi hip hop",12.0,artist,"3,951.2",1.895,"3,204.7","2,564.7",2461924.0,10.0,4.0
Zac Brown Band,4157745.0,"country, acoustic country",71.0,artist,"5,105.3",1.509,"5,092.1","4,216.3",1429859.0,15.0,4.0
Ice Cube,11103700.0,"gangster rap, west coast hip hop, old school hip hop, g-funk",72.0,artist,"5,104.9",1.507,"4,698.6","3,687.4",5082467.0,7.0,4.0
DELLAFUENTE,1167424.0,"flamenco urbano, flamenco",67.0,artist,"1,659.2",0.854,"1,089.0",367.6,413514.0,12.0,1.0
Blake Shelton,7512261.0,country,70.0,artist,"5,097.3",1.354,"4,318.8","3,437.9",836220.0,15.0,7.0
Eric Church,4144607.0,"country, acoustic country",71.0,artist,"5,089.3",1.506,"4,267.3","4,229.8",688017.0,15.0,1.0
Wyclef Jean,433310.0,nan,71.0,artist,"5,080.1",2.31,559.2,76.6,754423.0,14.0,6.0
Mon Laferte,10334850.0,latin alternative,77.0,artist,"5,078.0",4.18,"4,360.0","3,120.6",354838.0,14.0,10.0
Caloncho,917956.0,"latin indie, mexican indie, latin alternative",61.0,artist,"1,275.7",0.436,"1,100.3",947.0,373563.0,16.0,4.0
Gryffin,1011262.0,"edm, melodic bass",66.0,artist,"3,483.3",0.798,"2,586.0",4.8,947226.0,16.0,10.0
PNL,170147.0,nan,52.0,artist,"5,068.8",2.031,"5,052.0","4,951.9",12505060.0,15.0,5.0
Julieta Venegas,3336706.0,"latin pop, latin rock",74.0,artist,"5,063.8",2.631,"2,884.2","2,459.7",451417.0,10.0,7.0
Ludovico Einaudi,4006044.0,"neoclassical, classical",78.0,artist,"5,053.6",2.105,"4,990.9","3,153.5",76022.0,17.0,8.0
Iggy Pop,1789211.0,"proto-punk, glam rock",64.0,artist,"1,337.6",0.674,"1,140.0","1,083.4",1814424.0,21.0,10.0
Death Cab for Cutie,1602551.0,nan,61.0,artist,"1,832.5",0.402,"1,793.3","1,767.3",1837019.0,15.0,6.0
Nessa Barrett,1722300.0,nan,68.0,artist,"1,830.3",1.1,"1,820.1","1,535.3",1810248.0,17.0,4.0
Badshah,30749638.0,"bollywood, desi, hindi pop, desi hip hop, hindi hip hop, desi pop",74.0,artist,"5,030.4",2.707,"3,165.2",316.1,937776.0,12.0,4.0
Black Sabbath,9808519.0,"metal, heavy metal, rock, stoner rock, doom metal, hard rock",75.0,artist,"5,029.5",2.19,"5,029.5","5,025.9",6250469.0,16.0,8.0
Rod Stewart,5575940.0,soft rock,73.0,artist,"5,027.1",2.331,"4,079.6","3,822.2",1217316.0,15.0,3.0
Diljit Dosanjh,36604767.0,"bhangra, punjabi pop, punjabi hip hop, desi, bollywood",76.0,artist,"5,026.8",3.768,"4,404.6","2,299.2",1817204.0,14.0,5.0
Sleepy Hallow,2549526.0,"brooklyn drill, new york drill",71.0,artist,"5,016.6",1.243,"4,217.6","2,659.3",1258994.0,11.0,4.0
Sheff G,1232628.0,"brooklyn drill, new york drill, drill",64.0,artist,"2,047.6",0.586,"1,507.7",695.7,1314059.0,13.0,0.0
Soolking,6220128.0,"french rap, pop urbaine, french r&b, moroccan pop",69.0,artist,"3,285.7",1.299,"2,491.2",867.2,2322840.0,16.0,6.0
Clinton Kane,936675.0,nan,57.0,artist,"1,463.6",0.225,"1,172.7","1,171.9",1730570.0,15.0,1.0
The Doors,8869123.0,"psychedelic rock, classic rock, acid rock",71.0,artist,"4,987.2",1.822,"4,759.2","4,757.7",6524168.0,17.0,11.0
Maren Morris,890040.0,country,67.0,artist,"4,973.0",0.926,"2,075.9","1,742.5",1351555.0,12.0,10.0
Mrs. GREEN APPLE,6321745.0,"j-pop, anime, j-rock",78.0,artist,"4,967.6",4.615,"4,967.6","4,562.2",489083.0,8.0,0.0
Latto,2356168.0,nan,75.0,artist,"4,962.1",4.534,"1,489.5",919.1,2093990.0,12.0,2.0
James Blunt,3303236.0,nan,70.0,artist,"4,959.7",1.353,"4,108.4","4,073.5",2066568.0,17.0,7.0
PinkPantheress,4784174.0,bedroom pop,78.0,artist,"4,956.6",3.935,"4,689.0","3,378.9",3826244.0,14.0,8.0
LE SSERAFIM,8040734.0,k-pop,80.0,artist,"4,947.5",6.96,"4,928.0","4,524.7",1697745.0,7.0,3.0
Papa Roach,6113783.0,"nu metal, rap metal, alternative metal, rap rock, rock",72.0,artist,"4,940.1",1.45,"4,833.3","4,541.8",1657047.0,16.0,8.0
DJ Nelson,1268198.0,reggaeton,68.0,artist,"4,938.1",1.865,"1,547.7",800.4,54461.0,4.0,0.0
Yan Block,1568703.0,nan,81.0,artist,"2,430.8",7.084,"1,482.8",584.8,254938.0,11.0,3.0
Topic,319318.0,nan,73.0,artist,"4,931.5",1.49,"2,337.6",39.2,313805.0,8.0,5.0
Isaiah Rashad,1606288.0,nan,65.0,artist,"2,173.8",0.717,"1,899.6",971.3,4694156.0,16.0,0.0
HUGEL,668477.0,"latin house, afro house, techengue",77.0,artist,"3,156.5",3.515,"2,107.0",197.9,312673.0,10.0,8.0
ATB,214.0,nan,12.0,artist,"1,456.0",0.462,"1,431.9",406.0,82913.0,12.0,6.0
Duster,1269243.0,"slowcore, shoegaze",63.0,artist,"1,207.4",0.588,"1,207.4","1,206.2",411088.0,13.0,2.0
girl in red,8794530.0,bedroom pop,74.0,artist,"4,930.0",2.387,"4,917.8","4,857.0",5416171.0,20.0,18.0
Carly Rae Jepsen,5143949.0,nan,70.0,artist,"4,928.6",1.353,"4,035.7","3,944.1",5832755.0,16.0,10.0
Owl City,2504955.0,nan,67.0,artist,"3,249.9",0.752,"3,111.6","2,129.7",4245664.0,18.0,8.0
Noah Cyrus,2084468.0,nan,72.0,artist,"4,920.0",1.552,"3,741.3","2,026.8",4740383.0,18.0,14.0
Kacey Musgraves,1615998.0,nan,72.0,artist,"4,888.9",1.892,"3,088.4","2,945.9",1986045.0,14.0,6.0
Iggy Azalea,6619377.0,nan,68.0,artist,"4,849.0",1.004,"3,086.3",808.0,10759961.0,20.0,11.0
Stormzy,3182660.0,"grime, uk grime, uk drill",69.0,artist,"4,842.5",1.261,"2,749.1","1,614.0",5454251.0,13.0,6.0
Ufo361,1998644.0,"german hip hop, turkish hip hop",69.0,artist,"4,824.9",1.148,"3,832.2","1,936.7",2692942.0,17.0,8.0
Key Glock,2405803.0,nan,73.0,artist,"4,820.7",2.237,"3,686.7","3,661.3",947132.0,13.0,1.0
Young Dolph,3343759.0,"southern hip hop, trap",71.0,artist,"4,157.4",1.759,"3,302.4","1,704.4",3976364.0,16.0,2.0
Tim McGraw,5050663.0,"country, classic country",70.0,artist,"4,806.4",1.364,"4,263.5","3,245.8",1377902.0,19.0,3.0
Mike Posner,1530150.0,nan,68.0,artist,"4,671.4",0.912,"4,355.7",673.4,6011309.0,17.0,7.0
Seeb,2767.0,"midwest emo, math rock",9.0,artist,"4,804.3",0.784,976.1,8.6,151670.0,4.0,4.0
Seafret,1092705.0,nan,65.0,artist,"2,083.4",0.668,"2,074.2","1,823.7",968884.0,15.0,10.0
Tinashe,3087356.0,alternative r&b,77.0,artist,"4,785.0",3.774,"2,242.3","1,019.1",3076045.0,15.0,4.0
Wham!,3153519.0,christmas,70.0,artist,"3,820.4",2.101,"3,819.3","3,818.0",9844382.0,21.0,18.0
George Michael,5677216.0,nan,72.0,artist,"4,783.1",1.915,"4,719.5","4,149.5",7048939.0,10.0,5.0
Aretha Franklin,3811784.0,"soul, motown, classic soul, jazz blues",68.0,artist,"3,686.1",1.2,"3,585.6","3,354.8",1779835.0,15.0,5.0
Lazza,2741186.0,italian trap,72.0,artist,"4,779.3",1.964,"2,860.2","1,564.2",1955279.0,14.0,4.0
Geolier,3379096.0,"canzone napoletana, neomelodico, italian trap",72.0,artist,"4,763.0",2.172,"2,568.9",977.8,1768735.0,15.0,1.0
Pentatonix,3966593.0,christmas,67.0,artist,"4,760.9",0.79,"4,738.5","4,190.3",1415361.0,15.0,4.0
Natalia Lafourcade,5373080.0,"latin folk, bolero, latin indie, latin alternative, latin folklore",72.0,artist,"4,759.7",2.024,"3,341.3","2,344.6",852074.0,14.0,8.0
Christina Perri,4314508.0,soft pop,72.0,artist,"4,758.7",2.04,"4,488.5","4,292.4",4113908.0,13.0,5.0
Mithoon,11065051.0,"bollywood, hindi pop, desi",76.0,artist,"4,757.4",4.383,"2,135.5",39.6,201567.0,9.0,0.0
Luccas Carlos,949038.0,"brazilian hip hop, brazilian pop, brazilian trap",66.0,artist,"1,527.2",0.844,283.4,60.9,175575.0,12.0,1.0
Joey Bada$$,3821256.0,"hip hop, rap",70.0,artist,"4,749.2",1.366,"3,359.7","2,665.9",11172550.0,20.0,5.0
The Beach Boys,5095058.0,baroque pop,70.0,artist,"4,746.3",1.431,"4,737.4","4,698.6",3639256.0,16.0,4.0
Evanescence,6204253.0,alternative metal,76.0,artist,"4,741.5",2.724,"4,740.0","4,735.6",4535843.0,17.0,10.0
Jorja Smith,3658015.0,nan,71.0,artist,"4,735.4",1.644,"3,139.9","1,993.4",3820771.0,15.0,10.0
Enya,2599119.0,"new age, celtic",73.0,artist,"4,725.7",2.328,"3,955.3","3,923.8",901928.0,15.0,6.0
LX,89.0,nan,1.0,artist,"1,583.1",0.386,661.5,113.9,700147.0,6.0,0.0
The Black Keys,4139885.0,"blues rock, garage rock, modern blues, rock",69.0,artist,"4,716.1",1.143,"4,715.9","4,694.4",2470097.0,16.0,6.0
Elevation Worship,5116202.0,"worship, christian, ccm, gospel, pop worship",75.0,artist,"4,700.0",2.962,"4,622.6","2,456.3",4405831.0,20.0,0.0
YOASOBI,9553401.0,"j-pop, anime",72.0,artist,"4,692.7",1.88,"4,690.6","4,628.1",725044.0,3.0,0.0
Kenny Chesney,4893674.0,country,69.0,artist,"4,677.7",1.264,"4,364.5","3,739.6",662486.0,15.0,5.0
aespa,9814389.0,k-pop,76.0,artist,"4,668.7",3.118,"4,649.8","4,555.0",987635.0,6.0,4.0
El Fantasma,6449952.0,"corrido, banda, norteño, corridos bélicos, sierreño, música mexicana, ranchera",69.0,artist,"4,666.7",1.417,"4,420.2","3,151.9",35154.0,10.0,1.0
Milky Chance,2075244.0,nan,70.0,artist,"4,664.9",1.18,"4,655.3","4,360.3",2539479.0,16.0,4.0
Van Morrison,3604661.0,nan,70.0,artist,"4,656.5",1.274,"4,387.0","4,288.3",2775366.0,20.0,8.0
Norah Jones,3371564.0,nan,72.0,artist,"4,655.3",1.604,"4,277.6","4,174.7",1142496.0,17.0,9.0
Lynyrd Skynyrd,5896461.0,"southern rock, classic rock, rock",73.0,artist,"4,649.6",1.626,"4,635.8","4,604.8",5549130.0,19.0,8.0
Charlie Brown Jr.,9162792.0,"brazilian rock, mpb, brazilian pop",74.0,artist,"4,649.4",2.655,"4,583.4","4,419.9",54358.0,15.0,0.0
Jeremy Zucker,2360123.0,nan,65.0,artist,"4,648.7",0.726,"4,319.6","2,657.7",3002993.0,17.0,1.0
Dei V,2334520.0,"trap latino, urbano latino",79.0,artist,"4,629.1",4.783,"1,753.3",815.0,98145.0,5.0,0.0
YOVNGCHIMI,1596184.0,"trap latino, urbano latino",68.0,artist,"1,986.5",1.225,609.6,32.4,148984.0,5.0,0.0
Omar Courtz,1928816.0,nan,82.0,artist,"3,793.9",8.359,"1,944.5",668.1,258562.0,8.0,1.0
JVKE,5841798.0,nan,75.0,artist,"4,605.2",2.695,"3,711.2","3,264.0",1324634.0,13.0,0.0
Diego & Victor Hugo,3868594.0,"sertanejo, sertanejo universitário, arrocha, piseiro, agronejo",76.0,artist,"3,835.5",3.255,"3,400.8","1,808.8",0.0,15.0,2.0
Louis Armstrong,3237781.0,"jazz, swing music, big band, vocal jazz, jazz blues",69.0,artist,"3,383.0",1.307,"2,562.8","2,191.9",7417028.0,21.0,6.0
Seal,2084662.0,nan,64.0,artist,"1,410.2",0.591,"1,357.3","1,329.4",8241957.0,3.0,0.0
Roop Kumar Rathod,4720211.0,"bollywood, sufi, hindi pop, desi",68.0,artist,"1,589.6",1.44,418.5,368.9,1222520.0,8.0,0.0
Kylie Minogue,2262625.0,dance pop,70.0,artist,"3,763.4",1.22,"3,327.6","2,973.0",1056019.0,15.0,7.0
Dean Martin,1956452.0,"christmas, adult standards, big band, swing music",69.0,artist,"4,578.5",2.495,"4,547.8","4,512.6",6940648.0,19.0,3.0
Craig David,983302.0,nan,63.0,artist,"2,036.7",0.575,"1,697.0","1,182.2",1136540.0,18.0,7.0
Zoe Wees,581319.0,nan,63.0,artist,"1,441.6",0.489,"1,017.3",965.3,488547.0,10.0,5.0
Nimo,6266.0,nan,33.0,artist,"3,141.4",1.065,"1,788.1",760.7,2560542.0,14.0,0.0
Niska,6313867.0,"french rap, pop urbaine, french r&b",72.0,artist,"4,563.2",1.823,"2,564.6","1,601.4",3650719.0,16.0,6.0
Kid Ink,2967803.0,nan,67.0,artist,"4,553.8",1.058,"2,740.8",711.2,3897761.0,15.0,6.0
Los Bukis,5492710.0,"grupera, ranchera",75.0,artist,"4,545.0",3.198,"4,253.2","4,250.9",50124.0,16.0,11.0
George Strait,5173284.0,"country, classic country, traditional country, honky tonk",73.0,artist,"4,543.3",2.179,"4,396.3","4,304.9",845008.0,15.0,3.0
Ella Henderson,1643463.0,nan,67.0,artist,"4,541.6",1.97,"1,609.7","1,056.1",424366.0,12.0,6.0
Jaden,1943751.0,nan,64.0,artist,"4,541.6",0.875,"2,538.5","1,861.2",6318582.0,16.0,11.0
Capo Plaza,4213689.0,"italian trap, trap",73.0,artist,"4,531.4",1.871,"2,502.5","1,498.4",2812891.0,13.0,6.0
Sade,1265.0,"mariachi, música mexicana",22.0,artist,"4,523.8",4.214,"4,523.8","4,486.1",3749266.0,11.0,8.0
Yo Yo Honey Singh,36517268.0,"bollywood, hindi hip hop, desi, hindi pop, punjabi pop, punjabi hip hop",77.0,artist,"4,514.2",4.193,"3,480.7","1,874.7",2477014.0,13.0,1.0
Keane,3930970.0,nan,74.0,artist,"4,503.4",2.121,"4,503.4","4,447.7",1743586.0,15.0,7.0
Busta Rhymes,3175893.0,east coast hip hop,71.0,artist,"4,495.0",1.47,"1,783.6",677.1,3964971.0,16.0,4.0
Eric Clapton,6584961.0,"blues, blues rock, classic rock",71.0,artist,"4,489.8",1.708,"4,209.8","3,720.1",2624357.0,16.0,7.0
Adam Levine,1064398.0,nan,72.0,artist,"4,485.6",2.221,583.8,566.8,662491.0,10.0,3.0
Stromae,3867642.0,french pop,73.0,artist,"4,483.4",2.28,"3,910.1","3,499.0",14516521.0,13.0,5.0
Sam Hunt,2476817.0,"country, pop country",65.0,artist,"4,481.8",0.705,"4,226.3","4,226.3",1519306.0,16.0,7.0
Carlos Rivera,4984716.0,latin pop,70.0,artist,"4,477.2",1.262,"3,524.1","2,577.2",219886.0,14.0,0.0
David Bisbal,4816576.0,"latin pop, villancicos",69.0,artist,"3,920.6",1.369,"2,659.5","1,684.5",64153.0,13.0,2.0
