Rank,Artist,Daily Streams,Peak Daily,Monthly Listeners
Luan Pereira,"3,825.8",2.291,"1,437.1",121.2
Falling In Reverse,"3,823.4",2.276,"3,823.4","3,524.3"
EXO,"3,821.2",0.866,"3,821.2","3,821.2"
Wham!,"3,820.4",2.101,"3,819.3","3,818.0"
Shiva,"3,818.3",2.457,"2,287.4","1,247.9"
Mary J. Blige,"3,810.6",1.723,"2,669.8","2,103.3"
All Time Low,"3,810.0",1.722,"3,763.9","3,127.3"
Idina Menzel,"3,800.2",1.412,"2,236.5","1,045.3"
Shiloh Dynasty,"3,795.7",1.645,302.4,
Omar Courtz,"3,793.9",8.359,"1,944.5",668.1
Kontra K,"3,785.3",1.332,"3,333.0","2,292.1"
a-ha,"3,778.2",1.757,"3,778.2","3,762.2"
Lata Mangeshkar,"3,778.0",3.779,"2,418.8",889.5
BROCKHAMPTON,"3,774.8",0.415,"3,774.8","3,601.6"
Kodaline,"3,771.2",0.773,"3,438.9","3,374.0"
Kylie Minogue,"3,763.4",1.220,"3,327.6","2,973.0"
MNEK,"3,760.3",0.860,132.8,66.6
Yo Gotti,"3,753.3",0.569,"1,965.8",520.2
Sebastian Ingrosso,"3,751.8",0.946,653.4,47.7
Danna Paola,"3,741.0",1.070,"2,408.4","1,950.0"
Red Velvet,"3,737.6",0.847,"3,713.1","3,695.5"
Sidhu Moose Wala,"3,721.2",2.476,"3,034.8","1,063.3"
Liam Payne,"3,720.5",0.396,"2,780.2",531.3
Odetari,"3,719.0",2.465,"3,041.7","1,877.8"
Stephen Sanchez,"3,718.9",1.611,"3,718.2","2,288.3"
Marilyn Manson,"3,717.9",1.893,"3,557.2","3,550.3"
Roxette,"3,711.7",2.230,"3,682.1","3,632.5"
M83,"3,710.2",1.426,"3,683.0","3,221.6"
Skylar Grey,"3,697.6",0.842,801.8,504.3
YUNGBLUD,"3,697.5",2.448,"2,599.3","1,995.0"
Los Dos Carnales,"3,696.0",1.527,"2,677.0","2,562.3"
Los Enanitos Verdes,"3,694.6",2.091,"3,522.0","3,521.0"
Nekfeu,"3,694.2",0.801,"2,876.8","1,797.7"
La Santa Grifa,"3,694.1",3.163,"3,330.9","3,053.2"
Amit Trivedi,"3,692.9",2.762,"2,934.8",458.3
Mc Kevin,"3,690.7",2.686,"2,236.0",383.8
UZI,"3,689.8",4.197,"2,885.7","2,051.0"
Willie Nelson,"3,688.0",1.307,"1,747.3","1,313.7"
Beach House,"3,687.8",1.818,"3,687.8","3,687.8"
Ashanti,"3,687.2",1.357,"1,392.2","1,171.9"
Bronco,"3,687.0",2.209,"3,611.0","3,330.8"
Aretha Franklin,"3,686.1",1.200,"3,585.6","3,354.8"
Saweetie,"3,684.4",0.712,"2,302.3","1,106.5"
Rvssian,"3,681.6",1.816,"2,509.8",0.3
Apache 207,"3,681.2",1.060,"3,138.5","2,788.5"
Johann Sebastian Bach,"3,678.9",1.654,"3,334.5",
Mother Mother,"3,674.4",1.309,"3,674.4","3,667.8"
MÃ¶tley CrÃ¼e,"3,669.4",2.120,"3,651.6","3,608.0"
Jessie Reyez,"3,669.1",1.162,"1,264.4",774.0
MC Kevin o Chris,"3,667.1",1.238,"1,920.3",539.3
A Day To Remember,"3,666.3",1.093,"3,565.2","3,554.7"
JesÃºs AdriÃ¡n Romero,"3,665.9",2.094,"3,139.6","2,797.6"
Zendaya,"3,663.4",1.063,485.6,389.3
KPop Demon Hunters Cast,"3,661.4",19.751,,
Eden MuÃ±oz,"3,660.5",3.248,"2,659.3","1,805.1"
MC PH,"3,653.4",2.176,"1,115.3",178.9
DMX,"3,650.2",1.285,"3,226.2","2,791.6"
Bethel Music,"3,646.9",1.915,"3,644.3",350.1
Sin Bandera,"3,639.1",1.877,"3,355.5","3,300.1"
LUCKI,"3,637.2",2.786,"3,364.9","2,895.2"
PNAU,"3,637.1",1.105,836.1,68.9
Why Don't We,"3,629.0",0.712,"3,421.6","3,182.8"
Israel & Rodolffo,"3,622.1",1.179,"3,233.2","1,569.9"
Rag'n'Bone Man,"3,615.8",0.568,"2,501.6","2,299.3"
j-hope,"3,614.9",5.385,"3,316.7","2,024.1"
ANAVITÃRIA,"3,613.5",2.167,"3,108.5","1,849.8"
Sufjan Stevens,"3,608.0",1.518,"3,552.2","3,441.7"
Carla Morrison,"3,604.4",1.778,"2,826.1","2,735.3"
Ice Spice,"3,602.8",1.371,"1,845.0","1,132.5"
CRO,"3,602.8",1.082,"3,051.8","2,602.8"
Annie Lennox,"3,598.8",2.070,983.1,976.0
Shilpa Rao,"3,593.5",3.275,268.8,14.8
KEVIN ROLDAN,"3,587.1",1.526,"2,279.2","1,007.7"
Internet Money,"3,584.7",0.607,"2,970.9",3.3
Andy Grammer,"3,579.8",0.735,"3,390.4","3,194.9"
Sezen Aksu,"3,569.4",2.103,"3,458.9","3,371.7"
Sean Kingston,"3,560.2",1.707,"3,255.0","2,040.2"
Benjamin BlÃ¼mchen,"3,556.4",2.109,"3,556.4","3,555.7"
Sachet Tandon,"3,552.6",3.087,"2,621.8",31.7
WALK THE MOON,"3,549.8",0.627,"3,480.7","3,466.1"
RÃFÃS DU SOL,"3,546.7",2.356,"3,493.8","3,082.4"
Hindia,"3,545.9",6.339,"3,470.6","3,025.9"
Thiaguinho,"3,544.6",1.784,"2,924.8","2,495.4"
Fergie,"3,538.3",1.227,"3,181.6","1,424.9"
ODESZA,"3,536.8",0.672,"3,213.0","1,225.0"
Camila,"3,527.9",1.884,"3,501.6","3,293.1"
Lauana Prado,"3,521.3",2.638,"2,924.9","1,973.1"
Kany GarcÃ­a,"3,519.4",1.806,"3,067.3","1,674.4"
B Praak,"3,517.3",1.938,"1,812.3",564.0
Doechii,"3,513.6",2.770,"2,652.8","2,272.9"
Casper Magico,"3,513.3",1.458,505.9,3.9
Santana,"3,511.5",1.535,"3,448.9","1,400.9"
Pedro CapÃ³,"3,511.1",0.622,"1,926.6",493.4
YSY A,"3,508.1",1.701,"2,518.6",651.3
Mabel,"3,504.8",0.334,"2,299.8","1,872.9"
Calle 24,"3,495.5",4.259,"2,310.0",663.8
The Clash,"3,489.5",1.043,"3,489.5","3,489.3"
Jordan Davis,"3,488.3",1.590,"3,428.7","2,652.6"
Gryffin,"3,483.3",0.798,"2,586.0",4.8
Gloria Trevi,"3,476.6",1.968,"3,048.7","2,653.5"
Zac Efron,"3,468.5",1.013,"1,545.6",
John Newman,"3,468.4",1.272,"1,331.0","1,267.1"
Tiakola,"3,463.6",2.232,"1,516.8",795.0
Silk Sonic,"3,462.3",1.435,,
John Lennon,"3,460.2",1.326,"3,443.8","2,630.5"
NCT DREAM,"3,447.5",1.372,"3,361.9","3,258.5"
The Pussycat Dolls,"3,443.5",1.568,"3,223.4","2,113.1"
Rascal Flatts,"3,443.2",1.138,"3,342.2","3,249.2"
Olivia O'Brien,"3,436.5",0.406,"1,784.9","1,688.4"
Of Monsters and Men,"3,435.0",1.094,"3,435.0","3,421.8"
ATEEZ,"3,433.2",2.116,"3,372.3","3,345.4"
Rahat Fateh Ali Khan,"3,432.2",3.460,"1,598.5",612.9
Mari Fernandez,"3,430.6",1.239,"1,683.4",862.3
Mc Gw,"3,429.5",4.505,65.7,1.1
*NSYNC,"3,423.2",1.279,"3,345.9","3,180.2"
Westlife,"3,423.0",1.781,"3,322.7","3,143.4"
Kelsea Ballerini,"3,418.2",0.840,"2,515.2","1,955.7"
Hollywood Undead,"3,416.5",0.780,"3,354.1","3,249.2"
Tego CalderÃ³n,"3,415.3",2.156,"1,981.9","1,649.9"
BoyWithUke,"3,411.0",1.330,"3,389.3","2,827.3"
LIT killah,"3,405.5",1.126,"1,681.6",385.0
Cyndi Lauper,"3,403.3",1.339,"3,381.2","3,358.0"
Nile Rodgers,"3,398.4",1.449,39.5,1.0
Salmo,"3,395.1",1.039,"2,200.1","1,182.1"
Jon Bellion,"3,394.2",0.650,"2,520.0","2,157.2"
Pepe Aguilar,"3,393.4",1.422,"2,815.5","2,205.7"
Naps,"3,391.3",0.779,"2,229.7","1,133.1"
Pineapple StormTv,"3,390.4",1.442,"1,114.7",
Powfu,"3,388.3",0.838,"2,943.2",252.2
Queens of the Stone Age,"3,386.8",1.423,"3,386.8","3,386.4"
Jaani,"3,384.5",2.059,378.0,0.2
Louis Armstrong,"3,383.0",1.307,"2,562.8","2,191.9"
Jere Klein,"3,377.2",3.957,"2,042.0",264.5
Cavetown,"3,369.3",0.871,"3,287.4","3,176.4"
Mike WiLL Made-It,"3,368.2",0.827,"2,252.9",0.6
Beret,"3,366.7",1.186,"2,823.2","2,001.0"
Boney M.,"3,360.5",1.472,"2,495.1","2,393.4"
Miranda Lambert,"3,357.0",0.721,"2,511.0","2,276.5"
Kenshi Yonezu,"3,356.4",4.872,"3,168.1","2,999.6"
Felipe Amorim,"3,356.1",2.882,"2,426.3","1,373.1"
Gustavo Cerati,"3,354.9",1.531,"2,975.2","2,868.7"
London Symphony Orchestra,"3,353.2",1.556,104.5,66.2
Gesaffelstein,"3,352.4",1.556,"1,517.7",265.5
Nanpa BÃ¡sico,"3,336.4",2.540,"2,339.4",987.6
Tech N9ne,"3,333.7",0.776,"2,419.2","1,235.5"
Ja Rule,"3,333.3",1.366,"2,069.0",411.9
The xx,"3,331.5",0.584,"3,278.8","3,151.9"
HARDY,"3,329.7",1.927,"2,430.4","1,728.3"
Maes,"3,329.1",1.463,"2,367.4","1,487.1"
Wolfgang Amadeus Mozart,"3,322.7",1.723,"3,219.9",
Harris Jayaraj,"3,321.6",3.202,"3,302.9",10.4
Nick Jonas,"3,321.2",0.589,"3,119.6","1,893.8"
Tedua,"3,314.2",0.921,"2,066.9",459.3
Ezhel,"3,313.5",1.043,"1,691.9","1,493.8"
Grey,"3,307.7",0.541,57.5,12.3
J Alvarez,"3,306.2",1.898,"1,977.8",969.5
Wallows,"3,306.1",0.915,"3,306.1","2,199.3"
Hombres G,"3,304.1",1.499,"3,212.4","2,945.8"
Goodboys,"3,301.5",0.641,150.0,102.0
Ana Gabriel,"3,298.2",2.271,"2,927.3","2,816.9"
Dread Mar I,"3,296.3",1.467,"2,940.2","2,940.2"
Kenia Os,"3,295.2",1.390,"2,315.9","1,908.0"
Eyedress,"3,291.6",1.318,"3,177.9","2,287.6"
Tony Dize,"3,285.8",2.161,"2,356.8",715.0
Soolking,"3,285.7",1.299,"2,491.2",867.2
Taio Cruz,"3,285.1",0.894,"3,009.4","1,632.2"
Simone Mendes,"3,283.5",4.535,"1,766.9","1,759.7"
Laura Pausini,"3,281.0",2.021,"2,972.5","2,597.0"
Two Feet,"3,280.8",0.945,"3,152.5","3,075.1"
Sleeping At Last,"3,279.4",0.942,"3,267.5","3,260.4"
Tina Turner,"3,278.0",1.300,"2,461.6","2,415.3"
Ella Fitzgerald,"3,276.7",1.181,"3,159.5","1,547.9"
Vairamuthu,"3,276.2",3.005,81.8,0.1
JoÃ£o Gomes,"3,275.5",2.581,"2,393.9","1,809.8"
Otis Redding,"3,269.5",1.144,"2,934.6","2,883.5"
Jon Z,"3,268.8",1.908,854.7,325.3
Ghostemane,"3,268.8",0.718,"2,863.3","2,176.3"
Tee Grizzley,"3,268.5",0.899,"2,790.8","1,323.3"
Kunaal Vermaa,"3,266.4",2.603,13.9,
G. V. Prakash,"3,260.5",3.118,"2,604.7",71.5
Agust D,"3,259.5",2.129,"3,259.5","2,326.5"
Colbie Caillat,"3,256.5",0.792,"2,221.4","2,146.8"
Dallass,"3,251.7",1.945,124.4,
Owl City,"3,249.9",0.752,"3,111.6","2,129.7"
Lenny Kravitz,"3,242.7",1.553,"3,061.8","3,048.4"
Lionel Richie,"3,241.4",1.365,"3,162.1","2,535.2"
DENNIS,"3,230.5",1.136,"2,600.4",7.7
Gigi D'Agostino,"3,229.3",1.099,"1,398.2","1,306.1"
Cristian Castro,"3,228.9",2.604,"2,961.9","2,746.8"
FISHER,"3,228.2",1.927,"2,226.8","1,557.2"
Two Door Cinema Club,"3,227.4",0.715,"3,223.0","3,143.0"
Armaan Malik,"3,226.8",2.139,"2,344.5","1,308.0"
Lee Brice,"3,225.9",0.671,"3,163.7","2,881.8"
NATTAN,"3,222.1",2.289,"2,325.8","1,242.4"
OFFICIAL HIGE DANDISM,"3,218.5",1.472,"3,217.2","3,217.2"
R. Kelly,"3,214.2",0.863,"2,424.5","1,862.4"
Toby Fox,"3,212.5",2.440,"3,193.2","3,070.2"
Tyla,"3,210.6",3.764,"2,873.0","2,268.7"
Semicenk,"3,209.6",3.471,"3,158.4","2,201.8"
Miky Woodz,"3,209.5",1.322,947.7,378.3
Thalia,"3,207.3",1.006,"2,646.6","1,245.4"
Samra,"3,203.8",1.110,"1,644.9",855.9
Kishore Kumar,"3,203.2",3.758,"2,307.8","1,412.1"
Lvbel C5,"3,202.6",3.564,"2,555.9","1,409.0"
Tracy Chapman,"3,199.8",1.448,"3,074.2","3,041.1"
Yung Gravy,"3,198.1",0.792,"2,526.9","1,585.6"
Ado,"3,197.3",2.610,"2,972.6","2,917.7"
Rich Brian,"3,196.3",0.831,"1,491.3",953.6
Dimitri Vegas,"3,193.9",1.436,578.6,2.4
Incubus,"3,192.3",1.320,"3,182.6","3,182.6"
Old Dominion,"3,191.5",0.853,"3,148.4","3,090.2"
Bailey Zimmerman,"3,189.8",2.817,"2,912.7","2,806.6"
Bad Gyal,"3,189.3",2.251,"2,253.6","1,011.0"
MC GP,"3,187.8",4.259,793.3,
Sasha Alex Sloan,"3,185.7",0.882,"2,187.7","2,018.5"
Toby Keith,"3,184.9",1.339,"3,111.4","2,840.3"
thasup,"3,179.7",0.728,"1,655.9",758.5
Thirty Seconds To Mars,"3,178.7",1.063,"3,104.4","3,017.0"
Cardenales De Nuevo LeÃ³n,"3,176.8",2.432,"3,176.1","3,161.1"
Brooks & Dunn,"3,176.4",1.475,"2,838.8","2,249.0"
ITZY,"3,175.4",0.887,"3,129.1","3,092.4"
Los Invasores De Nuevo LeÃ³n,"3,172.3",2.426,"3,140.6","3,050.5"
Selena,"3,171.6",1.498,"3,157.7","3,102.0"
Tom Petty,"3,167.9",1.150,"3,114.1","3,092.4"
Bunbury,"3,163.8",1.569,"2,221.4","1,692.6"
HUGEL,"3,156.5",3.515,"2,107.0",197.9
PEDRO SAMPAIO,"3,156.2",2.932,"2,450.8",547.0
Calle 13,"3,152.1",1.049,"2,981.0","2,175.9"
KALEO,"3,151.6",1.403,"3,151.6","3,151.6"
SAIKO,"3,149.9",2.074,"1,824.2",763.2
IU,"3,145.6",0.802,"2,743.8","2,056.2"
Kumar Sanu,"3,144.8",3.078,"1,948.2",467.7
MC Tuto,"3,144.1",3.114,"1,012.2",1.2
Nimo,"3,141.4",1.065,"1,788.1",760.7
Gemitaiz,"3,138.3",0.811,"2,239.8",871.5
KAYTRANADA,"3,137.7",1.484,"2,309.7",270.3
Kungs,"3,134.8",0.635,"2,680.1",670.4
G Herbo,"3,129.5",1.246,"1,707.5",670.6
RADWIMPS,"3,129.0",2.125,"3,121.4","2,684.4"
Natasha Bedingfield,"3,126.4",1.659,"2,636.0","2,565.0"
Dierks Bentley,"3,126.1",0.732,"2,887.0","2,373.1"
ZÃ© Felipe,"3,124.1",2.215,"2,021.1",632.8
Supernova Ent,"3,123.8",4.319,238.1,
Rvfv,"3,113.4",1.771,"2,153.7",465.4
AndrÃ©s Calamaro,"3,113.2",1.291,"2,282.0","2,209.1"
Jin,"3,112.4",3.436,"2,863.2","2,737.3"
RM,"3,109.1",1.479,"2,184.3","1,165.6"
Yusuf / Cat Stevens,"3,108.6",1.014,"3,080.1","3,046.9"
Pabllo Vittar,"3,108.0",0.939,"1,653.1","1,009.8"
Regard,"3,102.1",0.398,"2,852.8","1,565.0"
Sleep Token,"3,101.3",3.653,"3,101.3","3,072.0"
Tulsi Kumar,"3,101.1",2.027,710.0,184.2
Belinda,"3,099.9",2.203,982.5,621.1
Lily Allen,"3,096.3",3.644,"2,487.7","2,444.4"
Die Kita-FrÃ¶sche,"3,093.3",1.977,,
Simone Sommerland,"3,092.8",2.033,"3,083.3",
Chelsea Cutler,"3,091.7",0.415,"1,031.8",761.9
Bomba EstÃ©reo,"3,089.5",1.102,"1,219.4",684.8
Davido,"3,089.3",2.236,"1,829.1",786.3
Snow Patrol,"3,089.1",1.059,"3,089.1","3,005.0"
Karsten GlÃ¼ck,"3,088.9",1.753,21.2,11.7
Rafa PabÃ¶n,"3,085.5",0.657,125.1,58.8
Amaal Mallik,"3,082.9",1.935,"1,414.5",2.2
Foreigner,"3,081.6",1.860,"3,081.6","3,067.4"
Dove Cameron,"3,081.5",1.457,"2,799.0","1,268.9"
Mc Davi,"3,081.3",1.544,803.7,1.8
Hugh Jackman,"3,073.4",0.899,"2,131.6",55.9
IVE,"3,070.8",1.636,"3,070.8","2,984.5"
Travis Barker,"3,069.6",0.706,96.5,
Ayra Starr,"3,069.1",2.894,"1,389.6","1,001.7"
Rochak Kohli,"3,065.3",2.127,"1,597.6",7.8
Vince Staples,"3,063.1",0.736,"1,852.3","1,361.1"
Sexyy Red,"3,055.7",2.365,"1,310.7",891.0
Portugal. The Man,"3,055.2",1.298,"2,952.6","2,664.1"
Alvaro Diaz,"3,052.5",2.706,"2,346.4",680.3
Greeicy,"3,049.5",1.161,"1,871.6",816.8
Dardan,"3,048.8",2.135,"2,207.4","1,056.6"
TLC,"3,048.2",1.066,"2,700.5","2,686.7"
Ofenbach,"3,047.5",0.792,"2,707.1",530.0
James Blake,"3,043.3",0.773,"1,611.2","1,052.9"
Alex G,"3,041.5",2.389,"3,041.0","2,611.8"
C.R.O,"3,040.9",1.538,"1,692.4",980.3
Caifanes,"3,039.1",2.011,"3,039.1","3,039.1"
El Komander,"3,035.8",1.714,"2,703.6","2,554.8"
Willy William,"3,035.5",0.672,368.9,324.5
Ali Gatie,"3,034.3",0.627,"2,743.2","2,505.9"
Ke Personajes,"3,032.0",1.488,"1,019.0",485.1
ZZ Top,"3,028.0",1.199,"3,027.7","3,022.9"
ONE OK ROCK,"3,027.7",1.466,"3,027.7","2,872.9"
Manu Chao,"3,026.6",1.506,"2,765.6","2,586.0"
David Kushner,"3,026.4",1.448,"2,961.9","2,951.4"
Axwell /\ Ingrosso,"3,024.7",0.472,"3,024.7",
The Kooks,"3,022.4",0.901,"3,014.7","2,975.0"
Hariharan,"3,016.3",2.834,"1,716.0",853.3
back number,"3,015.8",2.953,"3,015.2","3,013.9"
Novo Amor,"3,009.4",1.667,"2,986.3","2,413.3"
WIU,"3,006.5",2.273,"1,763.9",972.6
Louis Tomlinson,"3,004.3",0.542,"2,457.8","1,832.3"
E-40,"3,001.7",0.885,987.3,238.2
Oh Wonder,"2,996.8",0.679,"1,516.5","1,515.9"
Werenoi,"2,995.5",3.448,"2,701.7","1,898.8"
Victor Mendivil,"2,995.2",10.887,"1,874.0",606.6
Creed,"2,991.3",2.271,"2,991.3","2,989.1"
Stefflon Don,"2,989.8",0.577,613.7,307.0
Lil Tracy,"2,987.4",1.423,316.6,283.0
Chinmayi,"2,985.5",3.472,186.6,88.5
Pixies,"2,982.3",1.257,"2,982.3","2,982.3"
Ben&Ben,"2,981.7",1.369,"2,929.2","2,690.7"
Conjunto Primavera,"2,981.6",2.691,"2,974.5","2,889.8"
SYML,"2,979.0",1.817,"2,741.4","2,604.4"
Turma do Pagode,"2,977.0",1.854,"2,816.6","1,857.9"
Mc Livinho,"2,974.9",1.842,"1,775.0",275.9
Rich Homie Quan,"2,974.5",0.713,"1,063.4",913.1
Timmy Trumpet,"2,973.9",1.151,"1,816.3",173.5
42 Dugg,"2,971.5",1.152,"1,280.3",504.4
Asees Kaur,"2,964.4",1.500,438.4,35.2
FrÃ©dÃ©ric Chopin,"2,956.9",1.331,"2,955.4",
Loud Luxury,"2,956.0",0.423,"2,666.4",89.4
Kelly Rowland,"2,951.7",1.307,860.6,266.8
Jaymes Young,"2,946.7",0.729,"2,836.8","2,699.6"
Andrea Bocelli,"2,946.5",1.272,"2,185.6","1,115.2"
Summer Cem,"2,942.5",0.576,"1,559.6",547.2
Tayc,"2,938.6",1.349,"2,097.2","1,627.4"
Bea Miller,"2,933.2",0.504,"1,778.2","1,402.3"
Danger Mouse,"2,931.9",1.248,259.7,
Purple Disco Machine,"2,930.2",1.187,"2,194.7",197.2
Blur,"2,929.1",0.956,"2,929.1","2,921.1"
Blueface,"2,925.5",0.597,"1,619.5",864.7
Desiigner,"2,923.1",0.239,"2,311.2","2,112.0"
KYLE,"2,922.9",0.265,"2,761.7",633.4
Matoma,"2,922.0",0.259,"1,556.0",12.4
Jasmine Thompson,"2,917.5",0.533,"1,284.5","1,191.1"
Simple Plan,"2,913.4",1.197,"2,890.7","2,330.3"
NCT 127,"2,913.1",0.520,"2,725.0","2,709.6"
MAGIC!,"2,908.8",0.823,"2,638.3","2,485.2"
Lady A,"2,907.9",0.975,"2,772.5","2,765.8"
The Who,"2,905.1",0.799,"2,905.1","2,866.0"
sombr,"2,904.5",11.860,"2,884.0","2,884.0"
Daveed Diggs,"2,904.3",1.390,351.1,1.9
Montell Fish,"2,889.0",2.214,"2,786.1","2,700.8"
Pantera,"2,884.4",1.688,"2,884.4","2,884.4"
Teto,"2,881.1",1.730,"1,568.0",958.1
Taco Hemingway,"2,880.7",1.063,"1,728.5","1,091.8"
Shaboozey,"2,879.9",2.605,"2,540.8","2,063.6"
Paul Simon,"2,879.3",0.860,"2,755.0","2,618.0"
Moby,"2,878.5",1.082,"2,439.0","2,101.5"
Kate Bush,"2,874.5",1.480,"2,872.9","2,871.1"
Vintage Culture,"2,873.0",1.087,"1,507.5",27.6
Supertramp,"2,871.3",1.034,"2,871.3","2,868.4"
T3R Elemento,"2,862.7",1.326,"2,426.0","1,756.9"
Riley Green,"2,859.9",3.227,"2,466.5","2,118.2"
Audioslave,"2,858.4",1.408,"2,858.4","2,858.4"
GloRilla,"2,858.4",2.962,"1,667.3",747.8
Cher,"2,858.3",1.062,"2,786.7","2,432.9"
Beastie Boys,"2,856.5",0.947,"2,856.2","2,726.7"
Quinn XCII,"2,853.6",0.312,"2,087.4","1,390.3"
Hotel Ugly,"2,852.8",1.741,"2,852.8","2,852.8"
fun.,"2,850.6",0.826,"2,802.9","1,318.2"
Nina Simone,"2,848.3",1.172,"2,846.7","2,617.5"
NEFFEX,"2,846.0",0.856,"2,795.4","2,777.7"
Grupo Bryndis,"2,844.5",2.048,"2,804.0","2,691.1"
Megadeth,"2,841.0",1.806,"2,834.4","2,815.3"
Banda Los Recoditos,"2,831.5",1.131,"2,782.6","2,729.6"
Gotye,"2,828.5",1.058,"2,821.7",256.9
The Jackson 5,"2,828.0",0.747,"2,813.8","2,808.6"
Hamza,"2,827.1",2.151,"1,649.2","1,126.2"
gnash,"2,823.7",0.279,"2,442.5",568.1
Jamie Foxx,"2,821.4",1.317,740.7,180.2
Duelo,"2,820.1",1.506,"2,657.4","2,655.9"
Kimbra,"2,817.5",1.211,176.0,166.8
Luar La L,"2,816.2",4.078,841.8,600.6
Rashmi Virag,"2,815.1",1.776,33.4,
The Living Tombstone,"2,814.9",2.020,"2,731.4","1,830.7"
TOOL,"2,814.8",1.587,"2,814.8","2,814.8"
De La Soul,"2,810.9",2.085,365.0,147.8
Na.Muthukumar,"2,808.0",2.379,,
Artemas,"2,803.7",2.523,"2,765.8","2,724.4"
Gurinder Gill,"2,802.7",1.189,272.4,64.2
MAX,"2,799.6",0.487,"1,999.9",470.6
Karthik,"2,798.4",2.422,"1,385.9",306.4
A7S,"2,796.0",0.465,75.2,50.1
Jungle,"2,795.8",1.229,"2,751.7","2,319.9"
Los Dareyes De La Sierra,"2,794.7",4.832,"1,207.7",626.2
Hippie Sabotage,"2,794.0",0.763,"2,072.7","2,049.4"
AJ Tracey,"2,793.2",0.701,"1,644.1",896.6
Young Nudy,"2,790.7",1.189,"1,819.0",802.2
Lofi Fruits Music,"2,789.4",0.626,"2,782.9",16.5
Salve Malak,"2,787.2",1.116,150.0,
John Denver,"2,782.9",1.013,"2,772.6","2,603.6"
Djadja & Dinaz,"2,782.9",1.389,"2,782.9","2,729.2"
Mahalini,"2,780.7",2.005,"2,671.3","2,415.8"
Gym Class Heroes,"2,780.4",1.146,"2,780.4",819.9
INNA,"2,776.3",1.495,"1,985.2","1,311.5"
JoaquÃ­n Sabina,"2,773.3",0.902,"2,304.1","2,120.6"
SofÃ­a Reyes,"2,769.6",0.569,"1,864.3",115.7
Hardwell,"2,767.2",0.640,"2,021.4",226.9
Evaluna Montaner,"2,764.1",0.760,96.2,38.6
Estopa,"2,763.9",0.902,"2,367.6","2,143.1"
UB40,"2,763.0",1.046,"2,732.5","2,529.6"
Soulja Boy,"2,761.2",1.511,"2,229.2","1,198.7"
Don Diablo,"2,760.0",0.577,"1,696.2",509.6
SDM,"2,757.2",2.738,"1,747.6","1,217.1"
CafÃ© Tacvba,"2,757.0",1.163,"2,484.0","2,478.8"
Baby Gang,"2,756.3",1.845,"1,811.0",371.3
Thundercat,"2,747.3",1.107,"1,706.5","1,340.0"
Lauren Daigle,"2,740.0",0.992,"2,479.5","2,442.9"
Patrick Watson,"2,739.8",1.426,"1,979.7","1,889.1"
Nadin Amizah,"2,739.4",3.095,"2,373.5","2,350.7"
Omah Lay,"2,738.1",2.254,"1,836.2","1,579.1"
RocÃ­o DÃºrcal,"2,737.1",1.619,"2,662.1","2,120.8"
Shankar-Ehsaan-Loy,"2,736.5",2.684,"2,570.3",19.2
Ben Howard,"2,735.8",0.517,"2,733.3","2,684.1"
OMI,"2,733.0",0.556,"2,583.1",321.9
Blondie,"2,732.0",1.460,"2,731.6","2,715.4"
Natiruts,"2,726.9",1.110,"2,552.0","1,814.8"
Kollegah,"2,724.2",0.494,"2,503.4","1,550.7"
Miranda!,"2,720.1",2.510,"2,600.3","1,965.4"
Jenni Rivera,"2,720.0",1.469,"2,662.2","2,416.9"
Chris Young,"2,718.0",0.706,"2,557.9","2,011.4"
Lykke Li,"2,715.5",0.913,"2,507.9","1,598.3"
Ricardo Montaner,"2,714.1",1.181,"2,247.8","1,981.9"
Vampire Weekend,"2,712.3",0.402,"2,712.3","2,579.4"
Virlan Garcia,"2,712.1",1.902,"2,653.4","2,423.9"
Khruangbin,"2,712.0",1.180,"2,548.4","1,757.6"
Asake,"2,711.3",2.554,"2,031.9","1,469.1"
Eros Ramazzotti,"2,710.7",1.569,"2,630.0","2,111.1"
Manuel Medrano,"2,707.5",1.679,"2,445.3","2,223.7"
Nacho,"2,702.7",0.460,"1,489.1",292.4
Shoreline Mafia,"2,702.0",1.476,"2,431.1",999.0
Nipsey Hussle,"2,699.9",0.631,"2,325.6",963.8
Seether,"2,697.3",1.282,"2,697.3","2,689.2"
Ãneheart,"2,697.2",1.836,"2,641.1",825.5
Sky Rompiendo,"2,696.5",1.302,823.4,
Leona Lewis,"2,696.5",0.744,"2,329.7","2,130.8"
Dave Stewart,"2,695.7",1.675,56.8,8.0
Fabolous,"2,694.7",0.808,"1,563.0",263.5
Surfaces,"2,694.1",0.339,"2,672.3","2,286.3"
Oruam,"2,693.7",3.154,991.0,
Talking Heads,"2,692.9",2.140,"2,692.9","2,649.0"
C418,"2,692.7",2.052,"2,692.7","2,685.0"
Ed Maverick,"2,691.4",1.228,"2,404.9","2,080.1"
Â¥$,"2,689.6",1.461,"2,689.6",
Spice Girls,"2,689.4",0.875,"2,687.6","2,676.2"
Fujii Kaze,"2,688.4",2.303,"2,624.6","2,607.8"
Ultimo,"2,686.5",0.864,"2,473.8","2,471.2"
Olly Murs,"2,685.8",0.497,"2,620.3","1,150.1"
Himesh Reshammiya,"2,682.7",2.589,"1,796.5",428.9
Luck Ra,"2,682.0",1.894,"2,075.0",171.3
Aloe Blacc,"2,680.4",0.506,"1,119.9","1,081.6"
