Rank,Artist,Daily Streams,Peak Daily,Monthly Listeners
Porter Robinson,"1,323.1",0.327,"1,291.9",706.5
Ennio Morricone,"1,322.3",0.493,"1,279.8",871.2
Yovie & Nuno,"1,322.3",1.279,"1,322.3","1,317.5"
Lulu Santos,"1,322.0",0.529,"1,036.4","1,001.3"
Action Bronson,"1,321.2",0.346,907.7,430.3
Neoni,"1,321.2",0.898,615.1,544.8
Raekwon,"1,320.8",0.393,326.4,53.2
Noyz Narcos,"1,320.0",0.542,685.7,294.3
Ebru GÃ¼ndeÅ,"1,319.9",2.051,"1,192.1","1,157.2"
El Malilla,"1,318.7",1.695,652.8,
Glenn Fredly,"1,318.2",1.489,821.3,701.0
Ginuwine,"1,317.2",0.543,860.5,837.2
Two Steps from Hell,"1,316.6",0.376,771.0,
Blue Ãyster Cult,"1,316.2",1.084,"1,316.2","1,315.7"
Gus Dapperton,"1,316.2",0.163,465.5,451.2
JoÃ£o Bosco & VinÃ­cius,"1,315.6",0.792,"1,108.9",633.3
4 Non Blondes,"1,315.6",1.065,"1,315.6","1,314.2"
J-AX,"1,315.5",0.182,994.9,305.6
Passion Pit,"1,315.1",0.352,"1,206.4","1,174.5"
Lucky Daye,"1,314.4",0.486,843.9,660.9
Misfits,"1,313.3",0.890,"1,313.3",968.3
Suki Waterhouse,"1,313.1",1.250,"1,291.8","1,283.2"
Jeremy Soule,"1,312.6",0.692,"1,312.6","1,270.4"
Marcos Witt,"1,311.4",1.032,"1,207.9",935.2
Simge,"1,310.7",0.819,"1,093.6",985.7
Common,"1,310.6",0.331,731.6,437.7
Fatboy Slim,"1,310.5",0.521,"1,144.9",934.9
RK,"1,310.3",0.987,"1,042.2",775.0
MC Paulin da Capital,"1,308.7",0.973,528.4,41.8
EinÃ¡r,"1,305.9",0.332,911.4,562.8
Dizzee Rascal,"1,305.7",0.394,"1,007.7",326.8
Yung Beef,"1,305.0",2.636,818.6,329.4
Foxes,"1,304.2",0.493,295.0,266.6
Bugzy Malone,"1,304.2",0.256,827.4,529.3
Saint Motel,"1,302.0",0.510,"1,302.0","1,298.0"
Dom Dolla,"1,301.5",0.826,988.8,478.6
El Jordan 23,"1,301.0",0.654,881.0,73.0
Kip Moore,"1,300.8",0.299,"1,300.8","1,286.2"
CafunÃ©,"1,300.5",1.068,"1,300.5","1,298.3"
Christopher Cross,"1,300.3",0.992,"1,299.5","1,299.5"
Rico Nasty,"1,300.3",0.337,554.4,451.1
Young Igi,"1,300.3",0.624,589.2,215.6
Raj Shekhar,"1,300.0",1.409,11.6,
Cassie,"1,299.6",1.231,"1,205.8","1,139.0"
Noah,"1,299.1",1.254,"1,282.3","1,209.2"
Perry Como,"1,298.9",0.328,"1,296.7",684.8
A Perfect Circle,"1,298.9",0.523,"1,298.9","1,274.6"
Panter BÃ©lico,"1,297.2",1.421,593.3,543.0
XG,"1,296.7",1.340,"1,256.7","1,218.5"
JosÃ© Alfredo Jimenez,"1,296.6",0.548,"1,276.1","1,098.4"
HIRAIDAI,"1,296.3",0.674,"1,296.3","1,280.0"
Kaash Paige,"1,296.3",0.804,966.3,874.1
Teoman,"1,294.4",0.617,"1,217.3","1,146.0"
Sawano Hiroyuki,"1,294.3",0.703,"1,286.3","1,242.8"
That Mexican OT,"1,293.4",1.195,"1,147.7",443.6
Matt Maeson,"1,293.1",0.657,"1,225.0","1,079.0"
St. Vincent,"1,292.5",0.522,583.8,579.0
bÃ´a,"1,292.4",1.188,"1,292.4","1,291.7"
Dubdogz,"1,292.3",0.457,649.2,104.1
Ben Harper,"1,291.8",0.363,761.0,622.5
Lil Jon & The East Side Boyz,"1,291.8",0.626,"1,168.6",46.5
Los Prisioneros,"1,290.9",0.620,"1,290.9","1,290.9"
Tai Verdes,"1,289.9",0.275,"1,289.9","1,266.3"
The Lonely Island,"1,289.8",0.200,"1,167.6",340.9
Gulzar,"1,289.5",1.251,5.4,2.5
Young M.A,"1,289.1",0.446,933.9,822.3
Luciano Pavarotti,"1,289.1",0.715,147.6,2.5
The Cinematic Orchestra,"1,289.0",0.484,"1,288.1",304.8
FAST BOY,"1,288.9",0.481,209.2,30.0
Lali,"1,287.9",0.749,722.6,510.2
Adie,"1,286.7",0.682,"1,260.1",836.8
Paul Kalkbrenner,"1,286.3",0.789,"1,197.4",911.0
Jazmine Sullivan,"1,285.5",0.373,"1,039.9",789.2
Yung Joc,"1,284.7",0.566,266.1,25.7
Laylow,"1,284.6",0.395,"1,018.4",692.3
Girls' Generation,"1,284.5",0.513,"1,284.5","1,280.0"
Simba La Rue,"1,284.2",1.307,787.2,77.1
Sam Haft,"1,283.3",0.963,53.5,34.3
Leiva,"1,283.1",0.744,"1,128.2",894.1
BJ The Chicago Kid,"1,283.0",0.240,354.6,187.0
Shakthisree Gopalan,"1,282.9",0.997,110.4,0.1
Rebelution,"1,282.0",0.368,"1,175.1","1,071.4"
Hollow Coves,"1,281.9",0.704,"1,234.4","1,207.9"
Timbiriche,"1,281.9",0.417,"1,279.5","1,277.8"
ACRAZE,"1,281.5",0.325,"1,205.6",60.0
Hoodie Allen,"1,281.0",0.174,"1,010.1",447.4
Sam Fischer,"1,281.0",0.178,"1,175.0",831.2
Mitchell Tenpenny,"1,280.7",0.289,"1,055.6",929.2
Against The Current,"1,280.0",0.386,332.5,310.2
Crush,"1,279.6",0.377,738.4,501.7
Loyle Carner,"1,278.8",0.650,"1,011.1",475.8
Tash Sultana,"1,278.7",0.375,"1,163.0","1,139.6"
MC Rick,"1,278.3",0.750,255.9,20.5
Parov Stelar,"1,277.9",0.359,"1,253.8",761.8
Diego Verdaguer,"1,277.5",1.065,"1,167.6","1,074.0"
Eraserheads,"1,277.2",0.668,"1,277.2","1,277.0"
Chaka Khan,"1,276.9",0.507,631.7,614.7
Bresh,"1,276.0",0.790,865.7,181.5
Caloncho,"1,275.7",0.436,"1,100.3",947.0
Charlie Wilson,"1,275.3",0.488,242.6,205.6
Los Cafres,"1,275.1",0.517,"1,261.0","1,253.7"
"Sergio Vega ""El Shaka""","1,275.1",0.934,"1,271.6","1,271.6"
Ari Lennox,"1,274.9",0.278,743.4,468.8
LXNGVX,"1,274.9",0.853,"1,268.0",339.0
Alabama Shakes,"1,274.8",0.255,"1,271.8","1,271.8"
Landon Cube,"1,274.0",0.142,138.0,53.1
Izi,"1,273.1",0.327,718.2,436.7
Massimo Pericolo,"1,272.7",0.409,797.7,58.3
Solange,"1,271.6",0.311,"1,222.3","1,035.5"
Bonn,"1,270.9",0.464,1.7,1.7
Todah Music,"1,270.8",1.288,,
Los Panchos,"1,270.0",0.758,974.7,826.1
Paula Fernandes,"1,269.2",0.656,901.6,388.5
Huey Lewis & The News,"1,269.0",0.481,"1,268.4","1,268.4"
Adam Lambert,"1,268.7",0.257,"1,163.9","1,124.9"
AndrÃ© 3000,"1,268.5",0.736,46.7,46.7
Jamby El Favo,"1,268.2",0.820,607.5,396.8
Kubi Producent,"1,268.2",0.623,208.9,0.1
Wolfine,"1,267.9",0.299,"1,266.3",658.7
Pretenders,"1,267.5",0.507,"1,266.4","1,265.2"
Toosii,"1,267.4",0.580,"1,130.6",876.4
Pawan Singh,"1,265.8",1.897,951.6,183.9
Niro,"1,265.5",0.768,"1,137.0",775.0
3OH!3,"1,265.0",0.409,"1,096.5",756.7
Nicole Scherzinger,"1,265.0",0.344,292.4,205.4
Puddle Of Mudd,"1,264.8",0.582,"1,264.8","1,264.8"
Gojira,"1,263.7",0.558,"1,262.0","1,242.8"
Bellakath,"1,263.6",0.870,"1,010.4",321.4
Culture Club,"1,263.5",0.500,"1,250.0","1,247.3"
Veysel,"1,263.3",0.346,857.3,520.4
Konshens,"1,263.1",0.682,331.2,194.2
Loredana,"1,262.6",0.149,884.3,332.0
kent,"1,262.5",0.276,"1,262.5","1,244.8"
Vengaboys,"1,262.5",0.561,"1,206.4","1,202.3"
Gloria Gaynor,"1,262.0",0.580,"1,257.8","1,246.0"
Harrdy Sandhu,"1,260.9",0.751,"1,063.8",279.0
HRVY,"1,260.9",0.165,678.8,570.8
CAKE,"1,260.6",0.408,"1,260.6","1,260.6"
KC & The Sunshine Band,"1,260.5",0.799,"1,259.6","1,258.3"
India Martinez,"1,259.9",0.368,733.2,358.5
Peter Gabriel,"1,259.8",0.514,"1,234.7","1,210.6"
Mumuzinho,"1,259.4",0.841,724.2,606.9
Los Gemelos De Sinaloa,"1,258.4",0.850,"1,189.0",842.4
MXZI,"1,258.0",4.976,759.8,385.5
Travis Tritt,"1,257.9",0.597,"1,050.9","1,020.9"
Monica,"1,257.8",0.611,749.5,662.2
Airbag,"1,255.8",1.824,"1,219.2","1,196.7"
Fast & Furious: The Fast Saga,"1,255.8",0.348,0.5,0.5
Batuflex,"1,255.8",1.132,586.7,350.7
Bobby Helms,"1,255.4",0.989,"1,255.4","1,253.8"
The Chemical Brothers,"1,255.3",0.433,"1,251.2","1,168.3"
ARASHI,"1,255.2",0.634,"1,255.2","1,248.7"
Shashaa Tirupati,"1,255.0",0.814,133.2,1.7
VINAI,"1,254.7",0.444,710.5,48.9
ZÃ© Ramalho,"1,254.4",0.654,760.2,726.1
The Isley Brothers,"1,253.9",0.366,"1,238.0","1,171.1"
Mc Lipi,"1,253.5",0.696,399.7,152.4
Pia Mia,"1,253.1",0.255,"1,095.9",322.7
Leonardo,"1,252.5",0.852,891.6,302.6
Reykon,"1,252.5",0.543,"1,027.0",388.8
iKON,"1,251.5",0.237,"1,251.5","1,251.5"
ROLE MODEL,"1,251.0",2.416,"1,243.0","1,172.7"
Charly Black,"1,251.0",0.435,"1,021.7",502.3
Marcela Gandara,"1,250.0",0.904,"1,095.3",806.7
Ronan Keating,"1,250.0",0.387,"1,225.1","1,118.3"
Vitor Kley,"1,250.0",0.348,850.6,508.6
Mark Forster,"1,249.9",0.231,"1,113.4",811.1
Ramirez,"1,249.0",0.580,869.7,416.0
Digga D,"1,247.9",0.326,920.3,628.9
DallasK,"1,247.9",0.469,62.7,18.1
Buena Vista Social Club,"1,247.4",0.493,"1,247.4","1,083.1"
Vika Jigulina,"1,246.9",0.723,1.0,1.0
Poison,"1,245.7",0.431,"1,245.7","1,237.8"
6arelyhuman,"1,245.7",0.707,697.1,172.3
Tommee Profitt,"1,245.5",0.622,"1,236.9",17.0
Ol' Dirty Bastard,"1,245.0",0.409,558.0,333.6
Henrique & Diego,"1,244.5",0.540,"1,092.9",503.1
Los Pericos,"1,244.0",0.476,"1,232.1",830.9
Nancy Sinatra,"1,244.0",0.660,"1,211.4","1,116.6"
Cherish,"1,243.6",0.306,199.1,56.0
K. J. Yesudas,"1,243.5",1.410,532.1,300.4
Electric Callboy,"1,242.9",0.779,"1,133.5",929.7
Juju,"1,242.5",0.195,789.2,379.6
Los Caligaris,"1,242.4",0.643,"1,118.7",891.1
Brian Eno,"1,242.1",0.344,862.7,656.9
YFN Lucci,"1,241.8",0.553,977.7,362.9
Callejeros,"1,241.6",0.537,"1,241.6","1,241.6"
311,"1,240.3",0.461,"1,240.3","1,236.5"
The Avett Brothers,"1,240.3",0.196,"1,210.5","1,210.1"
Lartiste,"1,239.3",0.309,"1,011.0",493.5
Westside Gunn,"1,239.3",0.789,913.5,304.7
Soft Cell,"1,239.2",0.484,"1,239.2","1,205.2"
Passion,"1,239.1",0.593,"1,209.0",11.0
Peggy Gou,"1,238.5",0.461,"1,163.3","1,090.6"
El-P,"1,237.9",0.200,110.5,32.6
Dionela,"1,237.7",1.198,"1,237.7",801.2
Javier Rosas Y Su ArtillerÃ­a Pesada,"1,237.3",0.680,844.5,490.7
Fidel Rueda,"1,237.0",0.677,"1,226.2","1,221.4"
Ludwig GÃ¶ransson,"1,236.7",0.680,"1,031.7",890.5
Ariis,"1,236.5",2.266,723.3,650.4
Fred De Palma,"1,236.5",0.314,"1,189.8",332.2
Olamide,"1,236.5",1.069,832.8,302.4
Pendulum,"1,234.8",0.510,"1,129.3",829.1
Julien Baker,"1,234.7",0.521,232.9,222.9
Iwan Fals,"1,233.4",1.353,"1,207.0","1,120.4"
Amaarae,"1,232.8",0.640,"1,030.2",372.7
Bad Wolves,"1,232.3",0.483,"1,201.5","1,100.7"
Eddie Vedder,"1,231.6",0.391,"1,170.7","1,092.7"
Yuri,"1,231.1",0.627,"1,067.9",716.7
The Red Jumpsuit Apparatus,"1,231.1",0.503,"1,231.1","1,231.0"
Norma Jean Martine,"1,230.9",0.468,5.6,4.9
Emicida,"1,230.6",0.330,870.0,212.2
Sophie Ellis-Bextor,"1,230.5",0.737,"1,108.9",994.3
Vignesh Shivan,"1,230.4",1.031,,
Frankie Valli & The Four Seasons,"1,230.0",0.381,"1,230.0","1,230.0"
Yura Yunita,"1,229.8",0.583,"1,154.2",897.8
Hunter Hayes,"1,229.4",0.156,"1,206.8","1,123.9"
Three 6 Mafia,"1,229.0",0.602,"1,002.2",623.5
ArrDee,"1,228.5",0.329,596.8,440.5
Marina Sena,"1,228.3",1.325,723.8,576.0
tatool,"1,227.8",0.383,4.7,
Ãejo & Dalmata,"1,227.4",0.792,"1,108.6",611.9
TAEYANG,"1,227.4",0.547,"1,062.8",511.8
Matthew Koma,"1,227.4",0.161,61.7,52.5
Gilli,"1,227.0",0.522,534.8,339.5
Jairo Vera,"1,226.5",0.747,523.0,239.2
The Band,"1,225.8",0.325,"1,129.4",997.2
Yunk Vino,"1,224.9",0.731,660.0,5.6
Vierra,"1,224.2",1.313,"1,224.2","1,224.2"
KEVVO,"1,224.1",0.273,459.3,59.3
Cher Lloyd,"1,224.0",0.228,792.3,644.9
Migrantes,"1,224.0",0.307,509.1,32.7
Addison Rae,"1,223.3",2.184,"1,155.1","1,113.6"
COIN,"1,223.2",0.169,"1,209.2","1,181.6"
The Backseat Lovers,"1,223.0",0.743,"1,223.0","1,223.0"
Toledo,"1,222.0",1.169,,
Mi Banda El Mexicano,"1,221.1",0.730,"1,218.6","1,212.8"
Aldo Trujillo,"1,221.0",0.190,996.4,788.4
Mario Winans,"1,220.3",0.560,888.5,253.0
Stevie Ray Vaughan,"1,219.0",0.365,"1,174.7","1,164.8"
Vigiland,"1,218.3",0.087,"1,109.8",587.7
GoonRock,"1,218.2",0.462,,
Andrew Underberg,"1,217.5",0.850,,
Jota Quest,"1,217.5",0.454,"1,211.3","1,055.4"
Kabilan,"1,217.1",1.252,37.4,
DigDat,"1,217.0",0.320,230.7,98.4
Mayday Parade,"1,216.8",0.336,"1,216.8","1,124.9"
Natalie Imbruglia,"1,216.7",0.468,"1,214.6","1,213.7"
Witt Lowry,"1,216.5",0.212,"1,216.5",477.9
Extremoduro,"1,215.9",0.671,"1,215.9","1,208.2"
Ella Langley,"1,215.7",3.823,952.9,623.9
JPEGMAFIA,"1,215.0",0.626,"1,077.5",785.3
Joan Jett & the Blackhearts,"1,214.9",0.523,"1,165.7","1,159.7"
Jet,"1,214.6",0.543,"1,198.6","1,188.6"
Madame,"1,214.3",0.396,612.7,393.8
Die Antwoord,"1,214.2",0.559,"1,214.2","1,103.9"
Los Rehenes,"1,213.9",0.739,"1,205.5","1,191.0"
RenÃ©e Elise Goldsberry,"1,213.6",0.676,791.8,1.0
Anthony Santos,"1,213.3",0.622,457.6,412.2
Kenya Grace,"1,212.1",0.363,"1,187.5","1,187.5"
The Hollies,"1,212.0",0.783,"1,212.0","1,212.0"
Metronomy,"1,212.0",0.322,"1,192.5","1,100.7"
SHINee,"1,211.5",0.349,"1,209.5","1,208.6"
Seyi Vibez,"1,211.4",1.878,749.4,650.7
Kyan,"1,210.9",0.734,492.6,0.7
Å»abson,"1,210.8",0.581,845.2,366.7
Vitor Fernandes,"1,210.4",0.346,689.6,505.3
Snelle,"1,210.2",0.321,892.0,529.1
Mako,"1,209.9",0.303,342.0,201.4
Troy,"1,209.8",0.440,"1,204.6",3.6
Danny Brown,"1,209.6",0.414,590.4,427.2
Los Yonic's,"1,209.4",0.757,"1,196.3","1,043.3"
Paky,"1,209.3",0.459,639.5,294.2
347aidan,"1,209.2",0.349,858.9,821.0
Justine Skye,"1,209.1",0.445,"1,153.5",106.3
Benjamin Ingrosso,"1,208.9",0.305,870.5,656.7
Charles Aznavour,"1,208.8",0.601,"1,186.0","1,139.8"
Ryan Riback,"1,208.8",0.212,19.8,15.5
Daniel Hope,"1,208.7",0.623,1.0,
Amr Diab,"1,208.0",1.525,"1,166.6","1,133.7"
Gang Starr,"1,207.5",0.503,"1,207.5",894.8
Duster,"1,207.4",0.588,"1,207.4","1,206.2"
YouNotUs,"1,207.1",0.265,653.9,50.7
Neo Pistea,"1,206.9",0.516,295.5,26.5
Felipe e Rodrigo,"1,206.4",1.893,"1,136.7",894.3
Sushin Shyam,"1,206.3",0.717,967.5,57.7
Alta Consigna,"1,205.8",0.721,"1,200.2","1,196.2"
Kiana LedÃ©,"1,205.3",0.220,"1,007.4",646.1
Gilberto Gil,"1,203.5",0.629,800.9,675.8
Roar,"1,203.5",0.518,"1,203.5","1,196.5"
Redimi2,"1,203.3",0.576,759.1,192.1
Jessie Ware,"1,202.8",0.186,"1,069.5",995.4
Marco Barrientos,"1,201.5",0.659,867.3,664.8
