artist,artist_id,followers,genres,popularity,type,rank,daily streams,peak daily,monthly listeners,total_page_views,total_songs_count,songs_with_duration_count,labels
PNAU,6n28c9qs9hNGriNa72b26u,261257.0,nan,69.0,artist,"3,637.1",1.105,836.1,68.9,211164.0,11.0,8.0,"Underwater, Val Production, under exclusive license to Island Def Jam, etcetc Music Pty Ltd, TMRW Music Pty Ltd, under exclusive license to Columbia, a division of Sony Music Entertainment Germany GmbH, Val Production, under exclusive license to Island Def Jam, a Universal Music France division"
Israel & Rodolffo,41QLxRXlc2NwfJZkHGHKid,3722743.0,"sertanejo, sertanejo universitário, agronejo, piseiro, arrocha",68.0,artist,"3,622.1",1.179,"3,233.2","1,569.9",0.0,14.0,3.0,Som Livre
j-hope,0b1sIQumIAsNbqAoIClSpy,19293327.0,"k-pop, k-rap",78.0,artist,"3,614.9",5.385,"3,316.7","2,024.1",1706868.0,9.0,0.0,"Hope Sandoval, Song Bird under exclusive license to Nettwerk Productions, Tendril Tales, Rhymes of an Hour Records"
Carla Morrison,0XK6kT7xcZAlcYrNjOgzJe,5028575.0,latin indie,71.0,artist,"3,604.4",1.778,"2,826.1","2,735.3",986334.0,13.0,7.0,"RVRT Music LLC, under exclusive license to Universal Music GmbH, Carla Morrison under exclusive license to Cosmica Artists, Hear This Music LLC, under exclusive license to 5020 Records, TH3RD BRAIN, CanZion"
Annie Lennox,5MspMQqdVbdwP6ax3GXqum,1755120.0,synthpop,70.0,artist,"3,598.8",2.07,983.1,976.0,478086.0,18.0,11.0,"SONY BMG MUSIC ENTERTAINMENT (GERMANY) GmbH, Sony Music Entertainment UK Limited, SONY BMG MUSIC ENTERTAINMENT (UK) Limited, La Lennoxa, under exclusive licence to Universal Music Operations Limited, La Lennoxa Limited, under exclusive licence to Island Records, a division of Island Records, La Lennoxa, under exclusive license to Universal Island Records Ltd. A Universal Music Company, La Lennoxa, Sony Music Entertainment Germany GmbH"
Shilpa Rao,19LIHDDSHBD5NyYHI3gpzB,3663924.0,"bollywood, hindi pop, desi",74.0,artist,"3,593.5",3.275,268.8,14.8,136465.0,5.0,0.0,"Zee Music Company, Oriyon Music LLP, Shilpa Rao, Ishtar Music Pvt. Ltd., Super Cassettes Industries Private Limited, Saregama"
Andy Grammer,2oX42qP5ineK3hrhBECLmj,1335042.0,nan,66.0,artist,"3,579.8",0.735,"3,390.4","3,194.9",1676007.0,16.0,8.0,"BMG Rights Management (US) LLC, Giant Soul Records LLC under exclusive license to S-Curve Records, S-Curve Records, BMG Rights Management (US) LLC d/b/a S-Curve Records"
Sezen Aksu,64d1rUxfizSAOE9UbMnUZd,13714768.0,"arabesk, turkish pop",72.0,artist,"3,569.4",2.103,"3,458.9","3,371.7",1386585.0,14.0,6.0,"Sezen Aksu, EMI - Kent Elektronik Sanayi ve Ticaret A.S."
Lvbel C5,0V2oXYR7DtrZAEFeILRW2r,4537060.0,"turkish hip hop, drill, turkish pop",75.0,artist,"3,202.6",3.564,"2,555.9","1,409.0",1224765.0,12.0,6.0,"Fellas Müzik, DMC, EMI - Kent Elektronik Sanayi ve Ticaret A.S."
SDP,3kYFawNQVZ00FQbgs4rVBe,131777.0,pop punk,39.0,artist,"2,004.9",0.911,"1,804.4",834.1,391700.0,13.0,1.0,"Independent, Fearless Records, a division of Concord Music Group, Inc."
WALK THE MOON,6DIS6PRrLS3wbnZsf7vYic,2241575.0,nan,66.0,artist,"3,549.8",0.627,"3,480.7","3,466.1",2609833.0,16.0,14.0,"RCA Records, a divison of Sony Music Entertainment, RCA Records, a division of Sony Music Entertainment, Moon Records under license to Mick Music"
Hindia,51kyrUsAVqUBcoDEMFkX12,11169907.0,"indonesian indie, indonesian pop",79.0,artist,"3,545.9",6.339,"3,470.6","3,025.9",1293279.0,15.0,2.0,"eaJ's notepad, Sun Eater, Laguland, Redrose Records"
Thiaguinho,1vppDmG3i5sXf3DJzrK4T1,4122793.0,"pagode, samba",73.0,artist,"3,544.6",1.784,"2,924.8","2,495.4",11636.0,12.0,0.0,"Paz & Bem, sob licença exclusiva para Virgin Music Brasil, Som Livre, Paz & Bem, sob licença exclusiva para Virgin Music Group"
Fergie,3r17AfJCCUqC9Lf0OAc73G,6166696.0,nan,69.0,artist,"3,538.3",1.227,"3,181.6","1,424.9",2743607.0,14.0,7.0,"A&M Records, Retrofuture Productions, Inc. under exclusive license to BMG Rights Management (US) LLC"
ODESZA,21mKp7DqtSNHhCAU2ugvUw,1711192.0,"chillwave, chillstep",65.0,artist,"3,536.8",0.672,"3,213.0","1,225.0",841655.0,14.0,3.0,"ODESZA, Foreign Family Collective under exclusive license to Ninja Tune, Foreign Family Collective under exclusive license to Counter Records"
Lauana Prado,6TYimByryGphZCtwYopH0y,5872898.0,"sertanejo, sertanejo universitário",75.0,artist,"3,521.3",2.638,"2,924.9","1,973.1",0.0,13.0,2.0,Universal Music Ltda
Jasleen Royal,74OaRjmyh0XyRZsQQQ5l7c,3666107.0,"hindi pop, bollywood, desi, gujarati pop, hindi indie",69.0,artist,"2,148.3",1.488,"1,974.1",75.3,221637.0,11.0,1.0,"Zee Music Company, Sony Music Entertainment India Pvt. Ltd., YRF Music, Ishtar by Believe Under Exclusive License From Amazon Sellers Services Pvt. Ltd., Saregama India Ltd, Ishtar by Believe Under Exclusive License From Amazon Sellers Services\xa0Pvt.\xa0Ltd., Super Cassettes Industries Private Limited, Warner Music India"
Doechii,4E2rKHVDssGJm2SCDOMMJB,3238265.0,nan,76.0,artist,"3,513.6",2.77,"2,652.8","2,272.9",2805086.0,14.0,5.0,"Her Name Is Banks, Inc., Top Dawg Entertainment, LLC, under exclusive license to UMG Recordings, Inc., Coven Music, Top Dawg Entertainment, under exclusive license to Warner Records Inc., Her Name Is Banks, Inc, Columbia Records, a Division of Sony Music Entertainment, under exclusive license from OA ENTERTAINMENT, INC., The Weeknd XO Music ULC, marketed by Republic Records, a division of UMG Recordings, Inc., IamDoechii"
Santana,4uI7ac18IMjcGh45QzR1BZ,22284.0,epadunk,46.0,artist,"3,511.5",1.535,"3,448.9","1,400.9",1687992.0,4.0,1.0,"Fake Dream Music, distributon exclusive ADA France, Fake Dream Music, distribution exclusive ADA France"
Juelz Santana,6Uh8uJyN9g7oFjDK16nJgb,861722.0,nan,63.0,artist,"1,421.6",0.58,211.7,125.6,499626.0,12.0,2.0,"Bigtyme Entertainment, juelz santana under exclusive license to ONErpm, The Island Def Jam Music Group, Dyce Payso, under exclusive license to MNRK Records LP, The Dispensary, UMG Recordings, Inc."
Alonzo,2z2TRvloJt4EfUNQp9rHAi,2226926.0,"french rap, pop urbaine, french r&b",65.0,artist,"2,098.8",0.741,"1,075.4",605.6,1533476.0,13.0,2.0,"Bembe Recordings, Beatsleaze"
YSY A,2qWK8K2Jfh67UqtwY8tCW6,3849968.0,"argentine trap, trap",70.0,artist,"3,508.1",1.701,"2,518.6",651.3,619785.0,8.0,0.0,"Ysy A, SPONSOR DIOS, YSY A"
Mabel,1MIVXf74SZHmTIp4V4paH4,2041525.0,nan,62.0,artist,"3,504.8",0.334,"2,299.8","1,872.9",959164.0,7.0,4.0,"DMC & Warner Music Group, Alter K, Pose Records, Zoom, DOĞAN MÜZİK YAPIM, DOĞAN MÜZİK, DMC, Total Totem"
Mabel Matiz,1dpqJqIuNqideTvmxBsSku,5407759.0,turkish pop,66.0,artist,"1,950.4",1.012,"1,715.6","1,566.3",1070363.0,13.0,8.0,"DMC & Warner Music Group, Alter K, Pose Records, Zoom, DOĞAN MÜZİK YAPIM, DOĞAN MÜZİK, DMC, Total Totem"
AJ Tracey,4Xi6LSfFqv26XgP9NKN26U,1429311.0,"grime, uk grime, uk drill, drill",65.0,artist,"2,793.2",0.701,"1,644.1",896.6,1091729.0,12.0,4.0,"Chocolate City Music, Revenge Records, TEENAGER FOREVER Ent. distributed by Sony Music Entertainment, AJ Tracey"
The Clash,3RGLhK1IP9jnYFH4BRFJBS,3172120.0,punk,68.0,artist,"3,489.5",1.043,"3,489.5","3,489.3",3758615.0,16.0,5.0,"Intertec, Sony Music Entertainment UK Limited, Sony Music Entertainment (UK) Ltd."
Jordan Davis,77kULmXAQ6vWer7IIHdGzI,1621583.0,"country, pop country",72.0,artist,"3,488.3",1.59,"3,428.7","2,652.6",254921.0,15.0,7.0,"UMG Recordings, Inc."
Gloria Trevi,1Db5GsIoVWYktPoD2nnPZZ,6272514.0,latin pop,71.0,artist,"3,476.6",1.968,"3,048.7","2,653.5",84669.0,14.0,2.0,"Universal Music Latino, Great Talent Records, Inc. dist. By TANGO, UMG Recordings, Inc."
John Newman,34v5MVKeQnIo0CWYMbbrPf,823882.0,nan,69.0,artist,"3,468.4",1.272,"1,331.0","1,267.1",701723.0,14.0,4.0,"Gryffin LLC, SwitchOTR under exclusive licence to Robots & Humans, a division of Sony Music Entertainment UK Limited, Tomorrowland Music, Numana Music / D.A.P., Island Records, a division of Universal Music Operations Limited, Smash The House, Universal Island Records, a division of Universal Music Operations Limited, Tomorrowland Music, under exclusive license to Universal Music GmbH"
Tiakola,3vUMXQ9kPnZAQkMkZZ7Hfh,3572436.0,"french rap, pop urbaine, french r&b",74.0,artist,"3,463.6",2.232,"1,516.8",795.0,269349.0,9.0,0.0,"M3lo World, GIRAN Republic, M3lo World, Lossa Records, Bounce Music Production, R.A.T MUSIC, BSB Productions / M3LO WORLD / WATI B distributed by Sony Music Entertainment France SAS, Wati-B, Warner Music France / M3LO WORLD"
John Lennon,4x1nvY2FN8jxqAFA0DA02H,6643587.0,christmas,69.0,artist,"3,460.2",1.326,"3,443.8","2,630.5",5237533.0,14.0,2.0,"Calderstone Productions Limited (a division of Universal Music Group)/Lenono Music, Universal Music Recordings (a division of Universal Music Group) \xa0/ Yoko Ono Lennon, under exclusive license to Mercury Studios and Universal Music Recordings (a division of Universal Music Group)"
SCH,4AGwPDdh1y8hochNzHy5HC,170147.0,nan,52.0,artist,"3,998.7",1.842,"2,494.3","2,013.6",242479.0,1.0,0.0,"Interscope Records (Cherrytree Records), Miami Horror under exclusive license to Nettwerk Music Group Inc., Counter Records, Battlestation Records"
NCT DREAM,1gBUSTR3TyDdTVFIaQnc02,8253247.0,"k-pop, noise music",70.0,artist,"3,447.5",1.372,"3,361.9","3,258.5",321909.0,5.0,0.0,"SM Entertainment, ScreaM Records, SM Entertainment"
The Pussycat Dolls,6wPhSqRtPu1UhRCDX5yaDJ,6286561.0,nan,70.0,artist,"3,443.5",1.568,"3,223.4","2,113.1",2856656.0,18.0,12.0,"Pussycat Dolls, LLC/Celador Films Ltd., Pussycat Dolls, LLC, Access Records, UMG Recordings, Inc."
Rascal Flatts,0a1gHP0HAqALbEyxaD5Ngn,3674003.0,country,69.0,artist,"3,443.2",1.138,"3,342.2","3,249.2",1022345.0,16.0,5.0,"Big Machine Label Group, LLC & Lyric Street Records, Inc., Big Machine Label Group, LLC, Big Machine Records, LLC"
Of Monsters and Men,4dwdTW1Lfiq0cM8nBAqIIz,3617286.0,folk pop,70.0,artist,"3,435.0",1.094,"3,435.0","3,421.8",1925876.0,16.0,15.0,"SKRIMSL ehf, under exclusive license to Republic Records, SKRIMSL ehf, nder exclusive license to Universal Republic Records, a Division of UMG Recordings, Inc., Skrimsl ehf. t/a Skarkali Records under exclusive licence to Virgin Music Group, SKRIMSL ehf, under exclusive license to Republic Records, a division of UMG Recordings, Inc., Skrimsl ehf. t/a Skarkali Records under exclusive licence, SKRIMSL ehf, under exclusive license to Republic Records, a Division of UMG Recordings, Inc."
ATEEZ,68KmkJeZGfwe1OUaivBa2L,5373690.0,"k-pop, noise music",74.0,artist,"3,433.2",2.116,"3,372.3","3,345.4",501214.0,4.0,3.0,"Nippon Columbia Co., Ltd. / NIPPONOPHONE, KQ Entertainment, UNIVERSAL MUSIC LLC, Nippon Columbia Co., Ltd./NIPPONOPHONE, KQ ENTERTAINMENT, Nippon Columbia Co., Ltd."
Mari Fernandez,0BHm7qbh3ENxvXzkQAG7MP,3995494.0,"piseiro, sertanejo, forró, arrocha, agronejo, sertanejo universitário",69.0,artist,"3,430.6",1.239,"1,683.4",862.3,0.0,10.0,0.0,"Sony Music Entertainment Brasil ltda. sob licença exclusiva de Mari Fernandez Eventos e Produções Ltda., Som Livre sob licença exclusiva de Mari Fernandez Eventos e Produções, Sony Music Entertainment Brasil ltda. sob licença exclusiva de Mari Fernandez., Sonar Music under Exclusive license to Believe Music, Sonar Music, Som Livre"
LXNGVX,5IpS1TN1Crp8Ym4zjiIrtK,619461.0,"phonk, brazilian phonk",68.0,artist,"1,274.9",0.853,"1,268.0",339.0,19744.0,13.0,3.0,
*NSYNC,6Ff53KvcvAj5U7Z1vojB5o,3095192.0,nan,70.0,artist,"3,423.2",1.279,"3,345.9","3,180.2",2026065.0,16.0,5.0,"Trans Continental Records, Inc., Zomba Recording LLC, RCA Records, a division of Sony Music Entertainment, BMG Ariola Miller GmbH"
Westlife,5Z1CCuBsyhEHngq3U5IraY,4794319.0,nan,71.0,artist,"3,423.0",1.781,"3,322.7","3,143.4",1405683.0,13.0,5.0,"Sony Music Entertainment UK Limited, SONY BMG MUSIC ENTERTAINMENT (UK) Limited, Universal Music Operations Limited, SONY BMG MUSIC ENTERTAINMENT (UK) LIMITED, Liffgar Productions Limited, Sony BMG Music Entertainment (UK) Limited, BMG UK & Ireland Ltd., BMG UK & Ireland Limited"
Kelsea Ballerini,3RqBeV12Tt7A8xH3zBDDUF,1341933.0,"country, pop country",67.0,artist,"3,418.2",0.84,"2,515.2","1,955.7",829520.0,15.0,6.0,Black River Entertainment
Hollywood Undead,0CEFCo8288kQU7mJi25s6E,2501684.0,"rap rock, rap metal",66.0,artist,"3,416.5",0.78,"3,354.1","3,249.2",1686649.0,16.0,9.0,"& 2023 The Hollywood Undead California Limited Partnership under exclusive license to BMG Rights Management (US) LLC, The Hollywood Undead California Limited Partnership under exclusive license to BMG Rights Management (US) LLC, A&M/Octone Records, UMG Recordings, Inc., Interscope Records"
BoyWithUke,1Cd373x8qzC7SNUg5IToqp,4644319.0,nan,70.0,artist,"3,411.0",1.33,"3,389.3","2,827.3",1454508.0,15.0,4.0,"BoyWithUke, BoyWithUke under exclusive license to AWAL Recordings America, Inc., Boywithuke, LLC, under exclusive license to Mercury Records/Republic Records, a division of UMG Recordings, Inc."
Cyndi Lauper,2BTZIqw0ntH9MvilQ3ewNY,3289650.0,nan,70.0,artist,"3,403.3",1.339,"3,381.2","3,358.0",4120834.0,17.0,10.0,"SONY BMG MUSIC ENTERTAINMENT, Mercer Street Records under exclusive license from Polsar Records. Mercer Street Records is a tradem, Sony Music Entertainment Inc., Mutzarellla, Inc. under exclusive license to Rhino Entertainment Company, a Warner Music Group Company. All Rights Reserved., Epic Records, a division of Sony Music Entertainment"
Nile Rodgers,3yDIp0kaq9EFKe07X1X2rz,208580.0,nan,70.0,artist,"3,398.4",1.449,39.5,1.0,28460.0,1.0,0.0,"Spinnin Records, Warner Records Inc. Marketed by Rhino Entertainment Company, a Warner Music Group Company., A24 Music, ARTCORE Records / [PIAS"
Adam Lambert,6prmLEyn4LfHlD9NnXWlf7,1638074.0,nan,58.0,artist,"1,268.7",0.257,"1,163.9","1,124.9",565955.0,16.0,5.0,
Salmo,3hBQ4zniNdQf1cqqo6hzuW,2559438.0,italian trap,67.0,artist,"3,395.1",1.039,"2,200.1","1,182.1",2911319.0,20.0,6.0,"LoS Records, LoS Records under exclusive license to Soundly Music, Vince Herman, Leftover Salmon. Issued under license to Compass Records., 2004 Cooking Vinyl, Leftover Salmon. Issued under license to Compass Records, Cracker Under Exclusive Licence to Cooking Vinyl Limited"
Pepe Aguilar,03Yb3iBy9GCifXiATEFcit,4837698.0,"mariachi, ranchera, banda, música mexicana",69.0,artist,"3,393.4",1.422,"2,815.5","2,205.7",142598.0,15.0,2.0,"Craft Recordings., Distributed by Concord., Equinoccio Records, Distributed by Virgin Music Group US Latin, Equinoccio Records, LLC, Musart-Balboa., Distributed by Concord., Equinoccio Records"
Naps,6W5uA6CNMf3hd2j4a2XWCx,3600774.0,"french rap, pop urbaine",65.0,artist,"3,391.3",0.779,"2,229.7","1,133.1",916015.0,15.0,5.0,8210516 Records DK
Queens of the Stone Age,4pejUc4iciQfgdX6OKulQn,3841855.0,"stoner rock, alternative rock",70.0,artist,"3,386.8",1.423,"3,386.8","3,386.4",2268840.0,16.0,5.0,"Interscope Records, Queens of the Stone Age under exclusive license to Matador Records, UMG Recordings, Inc."
Jaani,5gZhfbckaWo89OzDSk3gdT,1298884.0,"punjabi pop, hindi pop, bollywood, desi",71.0,artist,"3,384.5",2.059,378.0,0.2,12166.0,1.0,0.0,"Desi Melodies, Sony Music Entertainment India Pvt. Ltd., Super Cassettes Industries Private Limited"
Ella Fitzgerald,5V0MlUE1Bft0mbLlND7FJz,2731370.0,"vocal jazz, jazz, swing music, jazz blues, big band, christmas",68.0,artist,"3,276.7",1.181,"3,159.5","1,547.9",2074940.0,18.0,3.0,"Primary Wave Music IP Fund 3, LP & HLC Properties, Ltd., Verve Label Group, a Division of UMG Recordings, Inc., MC - Music Central, Good Music, Diggers Factory, The Ella Fitzgerald Charitable Foundation, under exclusive license to Verve Label Group, a division of UMG Recordings, Inc., UMG Recordings, Inc., WTM CLASSIC, Mouton Recordings"
Jere Klein,35oGZihZclGoTVuICPXRP9,3218440.0,"reggaeton chileno, chilean mambo, chilean trap, mambo, rkt",76.0,artist,"3,377.2",3.957,"2,042.0",264.5,100247.0,12.0,0.0,"KATTEYES LLC. Distributed and Marketed by Sony Music Entertainment US Latin LLC, Sony Music Entertainment Argentina S.A., MILAN DIDIER, Rimas Entertainment México S.A de C.V, JERE KLEIN, El BAI, EL BAI"
Cavetown,2hR4h1Cao2ueuI7Cx9c7V8,4456264.0,bedroom pop,67.0,artist,"3,369.3",0.871,"3,287.4","3,176.4",4013281.0,17.0,10.0,"Futures ✦, Warner-Tamerlane Publishing Corp. / Cavetown Music Inc. (BMI/PRS). All Rights Administered by Warner Tamerlane Publishing Corp, Oat Milk Industries and Many Hats Endeavors, Cave Music Limited, under exclusive license to Sire Records"
$NOT,4AGwPDdh1y8hochNzHy5HC,170147.0,nan,52.0,artist,"2,499.5",0.469,"1,633.4",877.1,1317786.0,14.0,0.0,"Interscope Records (Cherrytree Records), Miami Horror under exclusive license to Nettwerk Music Group Inc., Counter Records, Battlestation Records"
Beret,0ZHPrnImGh4re3TbSNkoZl,3279128.0,nan,68.0,artist,"3,366.7",1.186,"2,823.2","2,001.0",384863.0,9.0,0.0,"Dulce María, MARASMO, Warner Music Spain, S.L."
Miranda Lambert,66lH4jAE7pqPlOlzUKbwA0,3710200.0,country,67.0,artist,"3,357.0",0.721,"2,511.0","2,276.5",651185.0,14.0,4.0,"Vanner Records, LLC, under an exclusive license to Republic Records, a division of UMG Recordings, Inc., Vanner Records, LLC, under exclusive license to Sony Music Entertainment. All rights reserved., Sony Music Entertainment, Vanner Records, LLC, under exclusive license to Sony Music Nashville, a division of Sony Music Entertainment"
Elle King,3bhu7P5PfngueRHiB9hjcx,671359.0,nan,64.0,artist,"1,650.5",0.553,"1,276.4",990.9,954640.0,14.0,7.0,"Mad Decent, under exclusive license to Columbia Records, a Division of Sony Music Entertainment, Pinguettes Recordings AB, under exclusive license to Universal Music AB, Retrace Music, RCA Records, a division of Sony Music Entertainment., RCA Records, a division of Sony Music Entertainment"
NATTAN,1SXhEXzOTF7YeuQX59m7pT,3792283.0,"piseiro, forró, sertanejo, arrocha, brega, seresta",73.0,artist,"3,222.1",2.289,"2,325.8","1,242.4",0.0,5.0,0.0,"Sony Music Entertainment Brasil ltda. sob licença exclusiva de Zé Vaqueiro Original ltda., Nattan under exclusive license to Believe Music, Feeling Digital, Sony Music Entertainment Brasil ltda. sob licença exclusiva de Diego & Victor Hugo., Som Livre, Nattan Produções under exclusive license to Believe Music"
Gustavo Cerati,1QOmebWGB6FdFtW7Bo3F0W,5581752.0,"argentine rock, latin rock, rock en español, latin alternative",70.0,artist,"3,354.9",1.531,"2,975.2","2,868.7",260776.0,14.0,3.0,"BMG Ariola Argentina S.A., 2006 SONY BMG MUSIC ENTERTAINMENT (Argentina) S.A., Sony Music Entertainment Argentina S.A., Sony Music Entertainment Argentina"
James Horner,3PhL2Vdao2v8SS8AptuhAr,351582.0,soundtrack,64.0,artist,"1,856.6",0.641,"1,757.9",715.0,33127.0,15.0,1.0,"Back Lot Music, a Division of Universal Studios Music LLLP, Königskinder Music, Universal Music Operations Limited, Back Lot Music, a division of Universal Studios Music LLLP, Walt Disney Records, Universal Studios, Shout!Studios, Shout!Factory, Shout! Studios, UMG Recordings, Inc., Disney, Parlophone Records Limited"
London Symphony Orchestra,5yxyJsFanEAuwSM5kOuZKc,351975.0,"classical, orchestral, opera",74.0,artist,"3,353.2",1.556,104.5,66.2,0.0,6.0,0.0,"Universal Music Australia Pty Ltd., Navona, HAUSER MUSIC D.O.O., under exclusive license to Masterworks, a label of Sony Music Entertainment, Decca Music Group Limited, London Symphony Orchestra Ltd, London Symphony Orchestra under exclusive license to PLATOON Ltd., Parlophone Records Limited, Joel Puckett"
Gesaffelstein,3hteYQFiMFbJY7wS0xDymP,1278846.0,nan,70.0,artist,"3,352.4",1.556,"1,517.7",265.5,75129.0,6.0,4.0,"℗ 1900 Unknown at Data Take-on, Columbia Records, a Division of Sony Music Entertainment, under exclusive license from Gesaffelstein, © 1900 Unknown at Data Take-on, Parlophone / Warner Music France, a Warner Music Group Company., Parlophone / Warner Music France, a Warner Music Group Company except #13 (P) 2011 Turbo Recordings, Inc. and #14 & 15 (P) 2013 Parlophone / Warner Music France, a Warner Music Group Company., Gesaffelstein, under exclusive license to Columbia Records, a Division of Sony Music Entertainment, Warner Music France, Columbia Records, a Division of Sony Music Entertainment, Interscope Records"
Tech N9ne,6UBA15slIuadJ8h2lPRPos,2889260.0,horrorcore,66.0,artist,"3,333.7",0.776,"2,419.2","1,235.5",6719230.0,14.0,2.0,"FIFA under exclusive license to UnitedMasters LLC, Strange Music, Inc."
