artist,artist_id,followers,genres,popularity,type,rank,daily streams,peak daily,monthly listeners,total_page_views,total_songs_count,songs_with_duration_count
Tom Petty and the Heartbreakers,4tX2TplrkIP4v05BNC903e,3101724.0,classic rock,67.0,artist,"2,569.7",0.949,"2,461.2","2,449.2",3042704.0,18.0,8.0
Bunbury,4uqzzJg3ww5eH7IgGV7DMT,3045220.0,"rock en español, latin rock, mexican rock",70.0,artist,"3,163.8",1.569,"2,221.4","1,692.6",59306.0,14.0,1.0
Calle 13,0yNSzH5nZmHzeE2xn6Xshb,3034688.0,"latin hip hop, latin alternative, reggaeton",67.0,artist,"3,152.1",1.049,"2,981.0","2,175.9",673130.0,14.0,6.0
KALEO,7jdFEYD2LTYjfwxOdlVjmc,2048439.0,nan,71.0,artist,"3,151.6",1.403,"3,151.6","3,151.6",1642871.0,16.0,12.0
Jatin-Lalit,4YgUVg4p7xtMOrOS4GjiJZ,472557.0,"bollywood, hindi pop, desi",69.0,artist,"1,755.7",1.425,"1,656.7",20.8,63279.0,10.0,0.0
MC Tuto,6aoGgTKGqtsjj48ymcNs4Z,2437032.0,"brazilian funk, funk consciente, trap funk",75.0,artist,"3,144.1",3.114,"1,012.2",1.2,7357.0,4.0,3.0
Oruam,4yGgbQJMq9orWypwqtdzYT,4766226.0,"trap funk, brazilian trap, trap, brazilian funk",74.0,artist,"2,693.7",3.154,991.0,nan,64050.0,9.0,0.0
MC Cebezinho,5Dz2FizMLqV0Cr3c8uhEcF,1946581.0,"brazilian funk, funk consciente, trap funk",72.0,artist,"2,080.5",2.244,748.6,18.6,5167.0,11.0,1.0
Zuna,2otUckChxWf2cp6UP2cD6e,1032268.0,german hip hop,60.0,artist,"1,390.4",0.349,743.9,339.4,1674354.0,10.0,0.0
Gemitaiz,4upwdFMlZBmQ68jP9jPzjK,2231607.0,italian trap,66.0,artist,"3,138.3",0.811,"2,239.8",871.5,3297078.0,17.0,8.0
KAYTRANADA,6qgnBH6iDM91ipVXv28OMu,1835023.0,nan,71.0,artist,"3,137.7",1.484,"2,309.7",270.3,715168.0,12.0,1.0
Kungs,7keGfmQR4X5w0two1xKZ7d,982971.0,nan,66.0,artist,"3,134.8",0.635,"2,680.1",670.4,175055.0,16.0,8.0
Purple Disco Machine,2WBJQGf1bT1kxuoqziH5g4,848813.0,"disco house, nu disco, funky house, house",70.0,artist,"2,930.2",1.187,"2,194.7",197.2,173796.0,11.0,8.0
G Herbo,5QdEbQJ3ylBnc3gsIASAT5,2495788.0,"chicago drill, drill",70.0,artist,"3,129.5",1.246,"1,707.5",670.6,4484920.0,14.0,0.0
RADWIMPS,1EowJ1WwkMzkCkRomFhui7,4796428.0,"anime, j-pop, j-rock",73.0,artist,"3,129.0",2.125,"3,121.4","2,684.4",1710158.0,5.0,0.0
Natasha Bedingfield,7o95ZoZt5ZYn31e9z1Hc0a,1906938.0,nan,71.0,artist,"3,126.4",1.659,"2,636.0","2,565.0",3213744.0,13.0,10.0
Dierks Bentley,7x8nK0m0cP2ksQf0mjWdPS,3319621.0,country,65.0,artist,"3,126.1",0.732,"2,887.0","2,373.1",364719.0,15.0,7.0
Supernova Ent,3prRKGJz16RRMRSIM97nHw,270395.0,"brazilian trap, trap, trap funk, brazilian hip hop",77.0,artist,"3,123.8",4.319,238.1,nan,6620.0,15.0,0.0
Rvfv,2CCgb0KApjfQDuTppovpf8,976551.0,"flamenco urbano, flamenco",71.0,artist,"3,113.4",1.771,"2,153.7",465.4,106297.0,8.0,3.0
Bobby Helms,38EmEgXkgK51MT2tPY0EoC,74268.0,"christmas, villancicos",61.0,artist,"1,255.4",0.989,"1,255.4","1,253.8",2696970.0,32.0,21.0
Sevdaliza,5MraexJKZDrQYzS98kNwie,921350.0,nan,69.0,artist,"1,544.2",1.486,"1,499.8",225.4,1329483.0,14.0,2.0
Emicida,2d9LRvQJnAXRijqIJDDs2K,1882631.0,"brazilian hip hop, nova mpb",61.0,artist,"1,230.6",0.33,870.0,212.2,307765.0,15.0,0.0
Witt Lowry,5ghnxpW47ojtLHHyTLdxdY,609016.0,nan,56.0,artist,"1,216.5",0.212,"1,216.5",477.9,3074506.0,15.0,1.0
Soprano,2RJBv9wXbW6m539q9NOfW1,3801729.0,"french rap, chanson, french pop, french r&b, pop urbaine, variété française",63.0,artist,"1,466.9",0.615,"1,091.9",704.2,937505.0,13.0,0.0
Vald,5Opw5neCmYFjyVFuUE0lRX,502.0,nan,60.0,artist,"1,721.8",0.514,"1,380.2","1,114.7",1166966.0,3.0,0.0
Lomepal,1Yfe3ONJlioHys7jwHdfVm,2029359.0,french rap,58.0,artist,"2,060.6",0.263,"1,925.3","1,556.3",2436324.0,17.0,4.0
Sleep Token,2n2RSaZqBuUUukhbLlpnE6,2850854.0,"progressive metal, metalcore",79.0,artist,"3,101.3",3.653,"3,101.3","3,072.0",5818050.0,16.0,9.0
Belinda,7xkAwz0bQTGDSbkofyQt3U,974438.0,nan,61.0,artist,"3,099.9",2.203,982.5,621.1,58480.0,2.0,0.0
Lily Allen,13saZpZnCDWOI9D4IJhp1f,2251507.0,nan,78.0,artist,"3,096.3",3.644,"2,487.7","2,444.4",2404617.0,16.0,12.0
Simone Sommerland,04yr1h3maDSKvM08pgOezF,412475.0,"children's music, lullaby",71.0,artist,"3,092.8",2.033,"3,083.3",nan,0.0,17.0,1.0
Chelsea Cutler,5JMLG56F1X5mFmWNmS0iAp,733913.0,nan,62.0,artist,"3,091.7",0.415,"1,031.8",761.9,831745.0,9.0,5.0
Davido,0Y3agQaa6g2r0YmHPOO9rh,9113868.0,"afrobeats, afrobeat, afropop, afropiano, azonto, amapiano, hiplife, afroswing, afro r&b",74.0,artist,"3,089.3",2.236,"1,829.1",786.3,3304691.0,14.0,5.0
Snow Patrol,3rIZMv9rysU7JkLzEaC5Jp,3305446.0,nan,69.0,artist,"3,089.1",1.059,"3,089.1","3,005.0",7072477.0,20.0,9.0
Foreigner,6IRouO5mvvfcyxtPDKMYFN,3846745.0,"aor, classic rock",72.0,artist,"3,081.6",1.86,"3,081.6","3,067.4",969954.0,10.0,2.0
Dove Cameron,2W8yFh0Ga6Yf3jiayVxwkE,5541034.0,nan,70.0,artist,"3,081.5",1.457,"2,799.0","1,268.9",4519855.0,20.0,9.0
Sofia Carson,7bp2lSdh12wcA8LyB1srfJ,3737328.0,nan,68.0,artist,"2,166.0",1.045,827.2,439.2,419403.0,4.0,2.0
MC Marks,04QHNiih9ZesPvals6II1h,2343519.0,"funk consciente, brazilian funk, trap funk",71.0,artist,"2,147.9",1.572,705.4,61.5,0.0,8.0,0.0
Amanda Seyfried,5RZjpmuD14JKXvB8Ry1G1u,118640.0,musicals,63.0,artist,"1,922.0",0.582,876.7,153.5,1032741.0,9.0,2.0
Coolio,3y24n3XhZ96wgwRXjvS17T,1903327.0,"west coast hip hop, g-funk",69.0,artist,"2,581.1",1.221,"2,565.9",196.2,3240767.0,11.0,4.0
Travis Barker,4exLIFE8sISLr28sqG1qNX,505329.0,rap rock,65.0,artist,"3,069.6",0.706,96.5,nan,164371.0,2.0,0.0
Ayra Starr,3ZpEKRjHaHANcpk10u6Ntq,5704467.0,"afrobeats, afrobeat, afropop, afro r&b, afropiano, afro soul",75.0,artist,"3,069.1",2.894,"1,389.6","1,001.7",726813.0,11.0,7.0
Sexyy Red,3DbwFQlvLxRSi2uX8mf81A,2327558.0,nan,74.0,artist,"3,055.7",2.365,"1,310.7",891.0,3877682.0,13.0,1.0
GloRilla,2qoQgPAilErOKCwE2Y8wOG,2573477.0,nan,76.0,artist,"2,858.4",2.962,"1,667.3",747.8,2600628.0,11.0,7.0
Portugal. The Man,4kI8Ie27vjvonwaB2ePh8T,1527967.0,nan,70.0,artist,"3,055.2",1.298,"2,952.6","2,664.1",3879238.0,18.0,15.0
NEIKED,5H6xmHXjsq98NLbEjuE29f,190637.0,nan,60.0,artist,"1,347.8",0.331,"1,311.7",2.3,1309146.0,18.0,8.0
Greeicy,5dbaLmK5SHLLg8Z4CcTJpX,7706301.0,"colombian pop, pop urbano",69.0,artist,"3,049.5",1.161,"1,871.6",816.8,37176.0,10.0,5.0
Dardan,3pjq2pDV9RR6VY55wBjVnp,1390502.0,german hip hop,73.0,artist,"3,048.8",2.135,"2,207.4","1,056.6",1167707.0,11.0,0.0
TLC,0TImkz4nPqjegtVSMZnMRq,4510811.0,nan,68.0,artist,"3,048.2",1.066,"2,700.5","2,686.7",8137280.0,16.0,12.0
Ofenbach,4AKwRarlmsUlLjIwt38NLw,681917.0,nan,67.0,artist,"3,047.5",0.792,"2,707.1",530.0,213347.0,13.0,6.0
James Blake,53KwLdlmrlCelAZMaLVZqU,1553548.0,nan,69.0,artist,"3,043.3",0.773,"1,611.2","1,052.9",2108227.0,10.0,0.0
Alex G,6lcwlkAjBPSKnFBZjjZFJs,3564379.0,nan,74.0,artist,"3,041.5",2.389,"3,041.0","2,611.8",2826868.0,7.0,0.0
Caifanes,1GImnM7WYVp95431ypofy9,5025202.0,"rock en español, mexican rock, latin rock, latin alternative",72.0,artist,"3,039.1",2.011,"3,039.1","3,039.1",152241.0,14.0,0.0
El Komander,2wC90WSKQd0BvdxJZ0mObr,4530448.0,"corrido, banda, norteño, corridos bélicos",69.0,artist,"3,035.8",1.714,"2,703.6","2,554.8",103443.0,14.0,1.0
Willy William,4RSyJzf7ef6Iu2rnLdabNq,295848.0,nan,64.0,artist,"3,035.5",0.672,368.9,324.5,147959.0,8.0,3.0
Ali Gatie,4rTv3Ejc7hKMtmoBOK1B4T,2177207.0,nan,64.0,artist,"3,034.3",0.627,"2,743.2","2,505.9",3190043.0,13.0,5.0
Big One,2OhUNb01gLwygOizYvTm0e,893693.0,"argentine trap, cuarteto, cumbia",65.0,artist,"1,937.8",0.67,"1,355.7",nan,26569.0,5.0,0.0
Ke Personajes,06Q5VlSAku57lFzyME3HrM,4516884.0,"cumbia, cuarteto",72.0,artist,"3,032.0",1.488,"1,019.0",485.1,5181.0,8.0,0.0
Luck Ra,3pthbcw421plaJoQeGMrjr,29827.0,"nightcore, europop",54.0,artist,"2,682.0",1.894,"2,075.0",171.3,135426.0,12.0,0.0
ZZ Top,2AM4ilv6UzW0uMRuqKtDgN,4944563.0,"southern rock, classic rock, blues rock, rock",69.0,artist,"3,028.0",1.199,"3,027.7","3,022.9",964818.0,15.0,4.0
ONE OK ROCK,7k73EtZwoPs516ZxE72KsO,5922303.0,"j-rock, j-pop",71.0,artist,"3,027.7",1.466,"3,027.7","2,872.9",1243434.0,10.0,2.0
Manu Chao,6wH6iStAh4KIaWfuhf0NYM,1993536.0,latin alternative,70.0,artist,"3,026.6",1.506,"2,765.6","2,586.0",827506.0,9.0,7.0
The Kooks,1GLtl8uqKmnyCWxHmw9tL4,2654675.0,"indie, indie rock",67.0,artist,"3,022.4",0.901,"3,014.7","2,975.0",873890.0,15.0,7.0
Hariharan,2NoJ7NuNs9nyj8Thoh1kbu,7371840.0,"bhajan, tamil pop, ghazal, kollywood, devotional, telugu pop",74.0,artist,"3,016.3",2.834,"1,716.0",853.3,139368.0,8.0,0.0
Birdman,35sCXuy5gN6Or69rZ9vqBs,1359609.0,southern hip hop,61.0,artist,"1,332.3",0.6,491.5,6.6,1296778.0,11.0,1.0
Novo Amor,0rZp7G3gIH6WkyeXbrZnGi,1387397.0,ambient folk,71.0,artist,"3,009.4",1.667,"2,986.3","2,413.3",913404.0,12.0,11.0
Louis Tomlinson,57WHJIHrjOE3iAxpihhMnp,7088296.0,nan,64.0,artist,"3,004.3",0.542,"2,457.8","1,832.3",9693085.0,19.0,14.0
E-40,3crnzLy8R4lVwaigKEOz7V,1032287.0,"hyphy, west coast hip hop, g-funk",66.0,artist,"3,001.7",0.885,987.3,238.2,1514108.0,14.0,0.0
Oh Wonder,5cIc3SBFuBLVxJz58W2tU9,1093798.0,nan,64.0,artist,"2,996.8",0.679,"1,516.5","1,515.9",1589869.0,15.0,15.0
Werenoi,3YBJLs7RqR0aPGBgU27nDh,2730578.0,french rap,77.0,artist,"2,995.5",3.448,"2,701.7","1,898.8",514513.0,14.0,2.0
Victor Mendivil,5YqI7p8zYsOpKJtjxYdOce,2481445.0,"electro corridos, dembow belico, corrido, corridos tumbados, corridos bélicos",84.0,artist,"2,995.2",10.887,"1,874.0",606.6,764566.0,11.0,0.0
Creed,3IYUhFvPQItj6xySrBmZkd,7964375.0,"classic rock, southern rock, country rock",77.0,artist,"2,991.3",2.271,"2,991.3","2,989.1",762329.0,4.0,0.0
BLOK3,1GMwSpFzrLd12jUX15bHB6,5192946.0,"turkish hip hop, turkish pop",77.0,artist,"2,558.5",4.101,"2,558.5","2,355.2",1084855.0,15.0,13.0
Lil Tracy,5g63iWaMJ2UrkZMkCC8dMi,1379877.0,"emo rap, cloud rap",71.0,artist,"2,987.4",1.423,316.6,283.0,512362.0,3.0,0.0
Chinmayi,5UJ2sHO2ELrgW6aXeRLTQQ,5142961.0,"tamil pop, tollywood, telugu pop, marathi pop, kollywood, bollywood, hindi pop",75.0,artist,"2,985.5",3.472,186.6,88.5,132654.0,6.0,0.0
Pixies,6zvul52xwTWzilBZl6BUbT,3556766.0,alternative rock,69.0,artist,"2,982.3",1.257,"2,982.3","2,982.3",3118324.0,15.0,6.0
Ben&Ben,22wbnEMDvgVIAGdFeek6ET,7111398.0,nan,84.0,artist,"2,981.7",1.369,"2,929.2","2,690.7",2702195.0,10.0,0.0
Benny Benassi,4Ws2otunReOa6BbwxxpCt6,610048.0,electro house,64.0,artist,"1,747.4",0.674,981.2,495.5,388851.0,14.0,2.0
Conjunto Primavera,3nFB4eMP5gdqee2eQb8nZb,3997928.0,"norteño, grupera, norteño-sax, banda, ranchera, cumbia norteña",74.0,artist,"2,981.6",2.691,"2,974.5","2,889.8",29825.0,17.0,6.0
SYML,6AyATGg7mDgBlZ4N5uNog0,974450.0,nan,71.0,artist,"2,979.0",1.817,"2,741.4","2,604.4",1264222.0,13.0,8.0
Turma do Pagode,5JG9GISYjRLQUJMH2C6iJ5,3912594.0,"pagode, samba",71.0,artist,"2,977.0",1.854,"2,816.6","1,857.9",0.0,15.0,0.0
Rich Homie Quan,5lHRUCqkQZCIWeX7xG4sYT,2927722.0,southern hip hop,65.0,artist,"2,974.5",0.713,"1,063.4",913.1,4488809.0,10.0,1.0
Timmy Trumpet,0CbeG1224FS58EUx4tPevZ,1305759.0,"melbourne bounce, big room",70.0,artist,"2,973.9",1.151,"1,816.3",173.5,186567.0,11.0,5.0
Scooter,0HlxL5hisLf59ETEPM3cUA,963723.0,"happy hardcore, eurodance",66.0,artist,"1,857.8",0.721,"1,760.0","1,429.6",0.0,1.0,1.0
Loud Luxury,6t1gpxYbY8OlLA7D2RiikQ,693107.0,nan,64.0,artist,"2,956.0",0.423,"2,666.4",89.4,1250654.0,11.0,4.0
Kelly Rowland,3AuMNF8rQAKOzjYppFNAoB,3737971.0,nan,69.0,artist,"2,951.7",1.307,860.6,266.8,1160874.0,16.0,4.0
Jaymes Young,6QrQ7OrISRYIfS5mtacaw2,1043986.0,nan,65.0,artist,"2,946.7",0.729,"2,836.8","2,699.6",1305501.0,15.0,10.0
Andrea Bocelli,3EA9hVIzKfFiQI0Kikz2wo,3207559.0,opera,69.0,artist,"2,946.5",1.272,"2,185.6","1,115.2",1469226.0,12.0,4.0
Summer Cem,3drqpTL4sQOckmAfF9i1wg,1138357.0,german hip hop,63.0,artist,"2,942.5",0.576,"1,559.6",547.2,1272976.0,12.0,2.0
KC Rebell,5p7mWeX4RlvqBCxylfiXdE,1196014.0,german hip hop,60.0,artist,"2,173.4",0.406,"1,640.9",552.8,2635573.0,16.0,4.0
Miksu / Macloud,76dRoxKtDwYkgCQePok9cU,185654.0,"german hip hop, german indie, german indie pop",63.0,artist,"1,707.2",0.523,881.2,0.1,239834.0,7.0,6.0
Tayc,7gU9VyFRN3JWPJ5oHOil60,3767745.0,"french r&b, pop urbaine, afrobeats, afrobeat",70.0,artist,"2,938.6",1.349,"2,097.2","1,627.4",590682.0,13.0,6.0
Bea Miller,1o2NpYGqHiCq7FoiYdyd1x,3071218.0,nan,62.0,artist,"2,933.2",0.504,"1,778.2","1,402.3",1263651.0,16.0,8.0
Robin Thicke,0ZrpamOxcZybMHGg1AYtHP,1976848.0,nan,63.0,artist,"2,233.8",0.476,"1,607.3",478.2,5906264.0,15.0,7.0
Blur,5OIXzogZi85GrRqWR1Uw9v,406.0,nan,14.0,artist,"2,929.1",0.956,"2,929.1","2,921.1",2485450.0,12.0,6.0
Lupe Fiasco,01QTIT5P1pFP3QnnFSdsJf,1986047.0,nan,67.0,artist,"2,553.9",0.979,"2,024.9",879.2,5310730.0,16.0,2.0
KYLE,0hF6lbAjRsq4svrQUr5sgU,554669.0,"new york drill, drill, sexy drill, brooklyn drill, jersey club",67.0,artist,"2,922.9",0.265,"2,761.7",633.4,6027950.0,5.0,0.0
HRVY,28y6CyJNkGNjJQKrlx4AmN,1683136.0,nan,55.0,artist,"1,260.9",0.165,678.8,570.8,803731.0,12.0,7.0
Jasmine Thompson,2TL8gYTNgD6nXkyuUdDrMg,867119.0,nan,63.0,artist,"2,917.5",0.533,"1,284.5","1,191.1",416388.0,14.0,8.0
Simple Plan,2p4FqHnazRucYQHyDCdBrJ,3926458.0,"pop punk, punk, emo",69.0,artist,"2,913.4",1.197,"2,890.7","2,330.3",1297853.0,15.0,2.0
NCT 127,1gBUSTR3TyDdTVFIaQnc02,8253247.0,"k-pop, noise music",70.0,artist,"2,913.1",0.52,"2,725.0","2,709.6",2543090.0,8.0,1.0
MAGIC!,5yGfPBU9IdpwZjK7WALeCv,1724.0,nan,34.0,artist,"2,908.8",0.823,"2,638.3","2,485.2",836224.0,1.0,0.0
B.o.B,2QsynagSdAqZj3U9HgDzjD,13388702.0,"reggae, roots reggae",79.0,artist,"6,184.6",3.232,"4,125.7",503.3,341589.0,1.0,0.0
Social House,5UjifI1TYefXWn9GdqDOHl,200623.0,nan,62.0,artist,"1,707.1",0.524,625.0,71.5,427617.0,8.0,5.0
Lady A,1HY2Jd0NmPuamShAr6KMms,42478653.0,"art pop, pop",89.0,artist,"2,907.9",0.975,"2,772.5","2,765.8",753682.0,10.0,0.0
The Who,67ea9eGLXYMsO2eYQRui3w,5835172.0,"classic rock, rock",66.0,artist,"2,905.1",0.799,"2,905.1","2,866.0",1902229.0,7.0,2.0
sombr,4G9NDjRyZFDlJKMRL8hx3S,2872384.0,nan,85.0,artist,"2,904.5",11.86,"2,884.0","2,884.0",1737702.0,7.0,7.0
Montell Fish,5nvWOyAkfNgVLKESq4fOj2,2139061.0,nan,73.0,artist,"2,889.0",2.214,"2,786.1","2,700.8",513453.0,15.0,6.0
Pantera,14pVkFUHDL207LzLHtSA18,6291371.0,"groove metal, metal, thrash metal, heavy metal",71.0,artist,"2,884.4",1.688,"2,884.4","2,884.4",1608382.0,14.0,6.0
Modest Mouse,1yAwtBaoHLEDWAnWR87hBT,1573951.0,"indie rock, indie, alternative rock",63.0,artist,"1,750.7",0.446,"1,750.7","1,748.9",1812852.0,16.0,4.0
Taco Hemingway,7CJgLPEqiIRuneZSolpawQ,1784861.0,nan,68.0,artist,"2,880.7",1.063,"1,728.5","1,091.8",3643019.0,17.0,0.0
Shaboozey,3y2cIKLjiOlp1Np37WiUdH,1463218.0,nan,76.0,artist,"2,879.9",2.605,"2,540.8","2,063.6",971418.0,12.0,7.0
Paul Simon,2CvCyf1gEVhI0mX6aFXmVI,2553189.0,singer-songwriter,67.0,artist,"2,879.3",0.86,"2,755.0","2,618.0",2273763.0,15.0,4.0
Moby,3OsRAKCvk37zwYcnzRf5XF,2071936.0,"downtempo, trip hop",68.0,artist,"2,878.5",1.082,"2,439.0","2,101.5",758492.0,11.0,7.0
Kate Bush,1aSxMhuvixZ8h9dK9jIDwL,2526838.0,"art pop, baroque pop, art rock",70.0,artist,"2,874.5",1.48,"2,872.9","2,871.1",7358781.0,19.0,11.0
Vintage Culture,28uJnu5EsrGml2tBd7y8ts,1997668.0,"brazilian bass, electronic, electro",70.0,artist,"2,873.0",1.087,"1,507.5",27.6,79463.0,9.0,2.0
Supertramp,3JsMj0DEzyWc0VDlHuy9Bx,3975522.0,"progressive rock, classic rock",69.0,artist,"2,871.3",1.034,"2,871.3","2,868.4",1463891.0,14.0,3.0
Riley Green,2QMsj4XJ7ne2hojxt6v5eb,1385288.0,country,76.0,artist,"2,859.9",3.227,"2,466.5","2,118.2",827368.0,14.0,9.0
Ella Langley,6BRxQ8cD3eqnrVj6WKDok8,703959.0,country,77.0,artist,"1,215.7",3.823,952.9,623.9,355880.0,14.0,3.0
Audioslave,2ziB7fzrXBoh1HUPS6sVFn,5161974.0,"grunge, post-grunge, alternative metal",70.0,artist,"2,858.4",1.408,"2,858.4","2,858.4",3514431.0,17.0,16.0
Cher,1L8qgCGQtaYlaETtq4Ih65,2767.0,"midwest emo, math rock",9.0,artist,"2,858.3",1.062,"2,786.7","2,432.9",1244180.0,3.0,2.0
Modern Talking,79bxUQsBIXO8nVLB9fYKf7,2176552.0,"europop, italo disco, eurodance",70.0,artist,"2,265.6",1.609,"2,265.6","2,071.6",1347910.0,15.0,7.0
Beastie Boys,03r4iKL2g2442PT9n2UKsx,3167087.0,"rap rock, old school hip hop, east coast hip hop, hip hop",67.0,artist,"2,856.5",0.947,"2,856.2","2,726.7",2681334.0,15.0,2.0
Quinn XCII,3ApUX1o6oSz321MMECyIYd,809363.0,nan,60.0,artist,"2,853.6",0.312,"2,087.4","1,390.3",1240743.0,14.0,7.0
Louis The Child,7wg1qvie3KqDNQbAkTdbX0,490999.0,nan,56.0,artist,"1,520.7",0.157,"1,284.8",64.4,722717.0,14.0,9.0
Hotel Ugly,35WVTyRnKAoaGExqgktVyb,1081135.0,nan,71.0,artist,"2,852.8",1.741,"2,852.8","2,852.8",53766.0,14.0,1.0
fun.,6gjAbs229sNHhSskJpQ2mG,882.0,opera,20.0,artist,"2,850.6",0.826,"2,802.9","1,318.2",3038656.0,2.0,0.0
Nina Simone,7G1GBhoKtEPnP86X2PvEYO,3237795.0,"vocal jazz, jazz blues, soul, soul jazz, jazz, blues",68.0,artist,"2,848.3",1.172,"2,846.7","2,617.5",3771124.0,16.0,3.0
NEFFEX,3z97WMRi731dCvKklIf2X6,2778294.0,nan,68.0,artist,"2,846.0",0.856,"2,795.4","2,777.7",1375662.0,16.0,10.0
Grupo Bryndis,44WCHvwXBOMz6nm7Mu2ReO,3315314.0,"grupera, cumbia",72.0,artist,"2,844.5",2.048,"2,804.0","2,691.1",17377.0,15.0,7.0
Megadeth,1Yox196W7bzVNZI7RBaPnf,6170159.0,"thrash metal, metal, heavy metal, speed metal",70.0,artist,"2,841.0",1.806,"2,834.4","2,815.3",1791527.0,15.0,5.0
Banda Los Recoditos,4bPiOPI4V99cepEftvBYak,5110238.0,"banda, norteño, corrido, música mexicana",67.0,artist,"2,831.5",1.131,"2,782.6","2,729.6",111667.0,15.0,11.0
Gotye,2AsusXITU8P25dlRNhcAbG,2261457.0,nan,69.0,artist,"2,828.5",1.058,"2,821.7",256.9,2695606.0,12.0,7.0
The Jackson 5,2iE18Oxc8YSumAU232n4rW,1882674.0,"motown, christmas",65.0,artist,"2,828.0",0.747,"2,813.8","2,808.6",1823594.0,15.0,0.0
Hamza,5gs4Sm2WQUkcGeikMcVHbh,1797861.0,"french rap, pop urbaine, french r&b",73.0,artist,"2,827.1",2.151,"1,649.2","1,126.2",1236202.0,11.0,4.0
Twista,6vbY3hOaCAhC7VjucswgdS,1239255.0,nan,65.0,artist,"1,903.3",0.682,"1,015.9",90.7,2334422.0,14.0,0.0
Jamie Foxx,7LnaAXbDVIL75IVPnndf7w,1312446.0,nan,68.0,artist,"2,821.4",1.317,740.7,180.2,732366.0,10.0,2.0
will.i.am,085pc2PYOi8bGKj0PNjekA,4434014.0,nan,73.0,artist,"6,141.4",2.407,"2,660.6",536.3,42061.0,1.0,1.0
Duelo,1d4uM0g9449nE9TV5KeWch,29432.0,"gospel, african gospel",29.0,artist,"2,820.1",1.506,"2,657.4","2,655.9",92996.0,9.0,7.0
Kimbra,6hk7Yq1DU9QcCCrz9uc0Ti,493564.0,nan,69.0,artist,"2,817.5",1.211,176.0,166.8,210652.0,13.0,10.0
The Living Tombstone,0I6yADrmeyvw66g7yjkqIF,4892562.0,nan,71.0,artist,"2,814.9",2.02,"2,731.4","1,830.7",7329780.0,19.0,10.0
De La Soul,1Z8ODXyhEBi3WynYw0Rya6,1175375.0,"jazz rap, east coast hip hop",73.0,artist,"2,810.9",2.085,365.0,147.8,902842.0,15.0,6.0
Artemas,0PCCGZ0wGLizHt2KZ7hhA2,1386318.0,nan,75.0,artist,"2,803.7",2.523,"2,765.8","2,724.4",744494.0,10.0,3.0
Gurinder Gill,5DHi2MeoRgAwPE0A0qwRMl,1149200.0,"punjabi hip hop, punjabi pop, bhangra, desi, desi hip hop",67.0,artist,"2,802.7",1.189,272.4,64.2,39040.0,4.0,0.0
MAX,5yGfPBU9IdpwZjK7WALeCv,1724.0,nan,34.0,artist,"2,799.6",0.487,"1,999.9",470.6,1655593.0,3.0,0.0
Karthik,0LSPREIgGMZXCuKVel7LVD,5539950.0,"telugu pop, tollywood, tamil pop, kollywood, kannada pop, malayalam pop, mollywood, tamil dance",74.0,artist,"2,798.4",2.422,"1,385.9",306.4,32697.0,8.0,2.0
Vigiland,3tLYpanVDomWAZqF82NPds,255849.0,melbourne bounce,50.0,artist,"1,218.3",0.087,"1,109.8",587.7,166559.0,13.0,7.0
A7S,7j6lJVKmCFlcXtfMDf57gP,34205.0,cumbia,50.0,artist,"2,796.0",0.465,75.2,50.1,5404.0,5.0,1.0
Tash Sultana,6zVFRTB0Y1whWyH7ZNmywf,1788184.0,nan,61.0,artist,"1,278.7",0.375,"1,163.0","1,139.6",1269893.0,15.0,10.0
H.E.R.,3Y7RZ31TRPVadSFVy1o8os,8709031.0,r&b,74.0,artist,"7,040.5",2.423,"3,605.2","2,084.5",211312.0,1.0,0.0
Broederliefde,5GvMLzUp6tMBpaCbr903RN,571551.0,nan,61.0,artist,"1,391.4",0.448,"1,201.9",602.3,1077636.0,15.0,0.0
Jungle,59oA5WbbQvomJz2BuRG071,1747032.0,nan,69.0,artist,"2,795.8",1.229,"2,751.7","2,319.9",233820.0,2.0,0.0
Malik Montana,1Kjs5u8GQf6zCFdTj6SI9E,1389224.0,nan,69.0,artist,"1,771.6",1.366,"1,187.3",388.0,1700042.0,15.0,0.0
Hippie Sabotage,4dM6NDYSfLcspt8GLoT5aE,1072523.0,nan,66.0,artist,"2,794.0",0.763,"2,072.7","2,049.4",1106934.0,14.0,6.0
Young Nudy,5yPzzu25VzEk8qrGTLIrE1,1690390.0,nan,68.0,artist,"2,790.7",1.189,"1,819.0",802.2,3072227.0,14.0,3.0
Lofi Fruits Music,1dABGukgZ8XKKOdd2rVSHM,967955.0,"lo-fi hip hop, lo-fi, lo-fi beats",65.0,artist,"2,789.4",0.626,"2,782.9",16.5,10404.0,3.0,0.0
Salve Malak,7zxFc10N9BP2lg73b8cwZ0,174828.0,brazilian hip hop,66.0,artist,"2,787.2",1.116,150.0,nan,0.0,1.0,0.0
John Denver,7EK1bQADBoqbYXnT4Cqv9w,2575393.0,folk,67.0,artist,"2,782.9",1.013,"2,772.6","2,603.6",5319150.0,16.0,6.0
Djadja & Dinaz,5hREZP0zTQbTLkZ2M8RS4v,3150766.0,"french rap, pop urbaine",69.0,artist,"2,782.9",1.389,"2,782.9","2,729.2",1748233.0,15.0,0.0
Mahalini,3wOsYKZM0zcKNasi3I7fP4,19075884.0,"indonesian pop, malay",72.0,artist,"2,780.7",2.005,"2,671.3","2,415.8",119246.0,15.0,0.0
