artist,followers,genres,popularity,type,rank,daily streams,peak daily,monthly listeners,total_page_views,total_songs_count,songs_with_duration_count
Michael Kiwanuka,1664508.0,soul,66.0,artist,"1,751.5",0.755,"1,716.0","1,633.8",1139706.0,8.0,8.0
Lifehouse,2148705.0,post-grunge,64.0,artist,"1,751.1",0.638,"1,751.1","1,690.3",189696.0,12.0,12.0
John Summit,599539.0,"house, tech house",73.0,artist,"1,750.7",1.937,"1,455.5",213.8,125421.0,7.0,7.0
Modest Mouse,1573951.0,"indie rock, indie, alternative rock",63.0,artist,"1,750.7",0.446,"1,750.7","1,748.9",870470.0,4.0,4.0
SLANDER,593441.0,"melodic bass, dubstep, future bass, edm",63.0,artist,"1,748.6",0.599,"1,244.4",10.0,29056.0,2.0,2.0
Ace of Base,1120978.0,"eurodance, europop",68.0,artist,"1,746.7",1.283,"1,745.3","1,721.5",395850.0,5.0,5.0
In Flames,1293421.0,"melodic death metal, metal, death metal, metalcore",61.0,artist,"1,745.6",0.42,"1,690.1","1,690.1",127457.0,4.0,4.0
Espinoza Paz,4162099.0,"banda, ranchera, popular colombian music, norteño, grupera, mariachi",67.0,artist,"1,742.8",1.152,"1,436.6","1,351.8",95666.0,3.0,3.0
Gipsy Kings,1067610.0,flamenco,65.0,artist,"1,741.8",0.74,"1,445.3","1,443.6",159195.0,5.0,5.0
Barry White,2258218.0,"disco, soul, classic soul, quiet storm, philly soul",66.0,artist,"1,739.3",0.798,"1,678.7","1,596.1",82436.0,3.0,3.0
Chet Faker,490228.0,nan,61.0,artist,"1,737.7",0.391,"1,174.6","1,037.8",432262.0,7.0,7.0
ROZES,314.0,nan,11.0,artist,"1,640.7",0.485,57.1,46.7,17488.0,4.0,4.0
Nicky Romero,2163585.0,"big room, electro house, progressive house, edm",61.0,artist,"1,735.3",0.333,763.0,228.8,15652.0,2.0,2.0
Popcaan,1381485.0,"dancehall, soca, afrobeats, reggae, riddim, ragga",64.0,artist,"1,733.3",0.52,780.3,456.8,158565.0,1.0,1.0
Jeff Buckley,2306588.0,nan,73.0,artist,"1,733.1",2.194,"1,731.0","1,693.4",4207196.0,12.0,12.0
Major Lazer,6304335.0,moombahton,73.0,artist,"12,437.7",2.347,"10,915.8",34.6,59667.0,1.0,1.0
Showtek,481571.0,"hardstyle, big room, electronica, edm",61.0,artist,"1,729.1",0.381,561.1,130.5,0.0,2.0,2.0
Lauren Alaina,731120.0,country,61.0,artist,"1,728.8",0.393,504.9,375.8,31041.0,4.0,4.0
Seu Jorge,1859631.0,"mpb, samba, pagode",67.0,artist,"1,725.4",0.982,930.8,805.8,15434.0,4.0,4.0
Shouse,174586.0,nan,64.0,artist,"1,723.9",0.598,"1,690.1",835.2,69502.0,6.0,6.0
Afgan,3523040.0,"indonesian pop, malay, indonesian r&b",69.0,artist,"1,719.6",1.755,"1,534.1","1,354.8",163512.0,3.0,3.0
Theory of a Deadman,2286979.0,"post-grunge, alternative metal",62.0,artist,"1,708.7",0.444,"1,693.3","1,668.6",268722.0,8.0,8.0
Social House,200623.0,nan,62.0,artist,"1,707.1",0.524,625.0,71.5,104894.0,5.0,5.0
Bleachers,916126.0,nan,67.0,artist,"1,705.4",0.989,"1,241.3","1,099.3",1057570.0,11.0,11.0
James Morrison,1562043.0,nan,62.0,artist,"1,704.0",0.452,"1,656.0","1,202.6",415110.0,8.0,8.0
Faith Evans,1834504.0,r&b,63.0,artist,"1,703.3",0.578,481.1,386.1,69233.0,3.0,3.0
Tony Effe,1123157.0,italian trap,65.0,artist,"1,703.0",0.693,"1,067.9",390.6,208072.0,4.0,4.0
BANNERS,733470.0,nan,62.0,artist,"1,702.1",0.423,"1,688.9","1,644.7",403672.0,10.0,10.0
Tiziano Ferro,2223095.0,"italian singer-songwriter, italo dance",66.0,artist,"1,700.8",0.773,"1,593.1","1,448.4",28336.0,3.0,3.0
Sagopa Kajmer,5322165.0,turkish hip hop,67.0,artist,"1,698.9",1.0,"1,575.6","1,433.0",130384.0,1.0,1.0
BABYMONSTER,5914917.0,k-pop,75.0,artist,"1,691.3",2.684,"1,691.3","1,691.3",1428350.0,7.0,7.0
Yann Tiersen,1092392.0,nan,63.0,artist,"1,689.1",0.471,"1,688.5","1,617.5",6042.0,1.0,1.0
1nonly,1152650.0,phonk,66.0,artist,"1,688.9",0.71,"1,549.9",654.7,315202.0,6.0,6.0
Tarkan,3935720.0,"turkish pop, t-pop",66.0,artist,"1,687.5",0.959,"1,553.8","1,549.3",530012.0,8.0,8.0
The Animals,2650965.0,classic rock,66.0,artist,"1,686.8",0.849,"1,686.8","1,678.6",2606595.0,4.0,4.0
Rosa Linn,469093.0,nan,63.0,artist,"1,684.3",0.51,"1,660.3","1,530.9",323284.0,4.0,4.0
Tony Bennett,1006198.0,"vocal jazz, christmas, big band, adult standards, jazz",61.0,artist,"1,683.4",0.346,"1,623.0",717.4,67773.0,5.0,5.0
Jadakiss,1264902.0,east coast hip hop,62.0,artist,"1,680.9",0.461,294.8,77.0,205297.0,1.0,1.0
Ray LaMontagne,1098201.0,nan,64.0,artist,"1,679.0",0.602,"1,668.9","1,518.2",441495.0,9.0,9.0
Little Big Town,2882431.0,country,60.0,artist,"1,676.4",0.349,"1,501.4","1,481.6",1041537.0,9.0,9.0
NEEDTOBREATHE,875049.0,"christian, christian folk, christian alternative rock, ccm, christian rock, worship",63.0,artist,"1,674.8",0.496,"1,590.0","1,286.4",234520.0,6.0,6.0
Blood Orange,1348276.0,art pop,72.0,artist,"1,674.4",1.615,"1,514.9",999.5,808494.0,9.0,9.0
Jamule,358850.0,german hip hop,60.0,artist,"1,670.7",0.318,987.1,608.7,327223.0,11.0,11.0
KITSCHKRIEG,215026.0,german hip hop,56.0,artist,"1,406.9",0.181,500.8,1.1,42595.0,1.0,1.0
Treaty Oak Revival,746999.0,"country, texas country, red dirt, country rock",75.0,artist,"1,669.9",2.895,"1,650.6","1,650.6",7232.0,1.0,1.0
Cedric Gervais,122315.0,edm,63.0,artist,"1,668.7",0.326,177.9,33.0,10912.0,5.0,5.0
Gavin DeGraw,1257439.0,nan,58.0,artist,"1,667.6",0.27,"1,413.1","1,412.0",88021.0,4.0,4.0
Camilo Sesto,4863938.0,bolero,66.0,artist,"1,667.3",0.845,"1,667.3","1,620.5",20133.0,5.0,5.0
Dhvani Bhanushali,6039430.0,"bollywood, hindi pop, desi pop, desi",64.0,artist,"1,665.6",0.689,270.4,6.3,0.0,1.0,1.0
Warren Zeiders,1103624.0,country,69.0,artist,"1,665.1",1.159,"1,660.1","1,596.4",33917.0,1.0,1.0
GAYLE,669410.0,nan,58.0,artist,"1,664.9",0.241,"1,614.1","1,547.1",801800.0,4.0,4.0
New West,631002.0,nan,68.0,artist,"1,662.5",1.074,"1,662.5","1,642.2",631511.0,5.0,5.0
The Cars,2042269.0,"power pop, new wave, classic rock",65.0,artist,"1,660.9",0.72,"1,660.9","1,660.6",2545603.0,9.0,9.0
The Piano Guys,1341614.0,nan,60.0,artist,"1,660.7",0.346,"1,556.0","1,160.1",0.0,5.0,5.0
Shindy,866778.0,german hip hop,64.0,artist,"1,659.8",0.589,"1,370.7",998.0,1010612.0,4.0,4.0
Bakermat,473001.0,tropical house,62.0,artist,"1,658.9",0.436,"1,481.0","1,084.9",115707.0,5.0,5.0
The Outfield,789866.0,nan,66.0,artist,"1,658.5",0.703,"1,658.5","1,632.8",4122519.0,7.0,7.0
Set It Off,1129910.0,nan,64.0,artist,"1,656.7",0.599,"1,607.7","1,359.7",212982.0,3.0,3.0
MC G15,3288882.0,brazilian funk,64.0,artist,"1,655.6",0.736,589.0,315.5,12685.0,2.0,2.0
Royal Blood,1708987.0,"garage rock, rock",61.0,artist,"1,655.0",0.399,"1,645.6","1,636.6",538090.0,12.0,12.0
The Ronettes,445865.0,christmas,67.0,artist,"1,653.9",1.253,"1,651.2","1,649.4",1685318.0,19.0,19.0
Elle King,671359.0,nan,64.0,artist,"1,650.5",0.553,"1,276.4",990.9,103797.0,7.0,7.0
Killer Mike,491753.0,"southern hip hop, alternative hip hop",59.0,artist,"1,649.6",0.322,238.2,53.7,111823.0,1.0,1.0
Dharius,3331080.0,"mexican hip hop, latin hip hop, electro corridos",65.0,artist,"1,647.8",0.864,866.4,598.0,6364.0,2.0,2.0
Gloria Estefan,872555.0,nan,62.0,artist,"1,646.9",0.616,"1,175.4",817.3,224374.0,4.0,4.0
Jim Croce,1654317.0,"folk rock, singer-songwriter",65.0,artist,"1,646.2",0.727,"1,646.2","1,646.2",805963.0,5.0,5.0
Feby Putri,4144794.0,"indonesian pop, indonesian indie, malay",68.0,artist,"1,645.7",1.525,"1,215.5",528.6,0.0,9.0,9.0
Creepy Nuts,2153415.0,"anime, j-pop, j-rap",70.0,artist,"1,645.3",1.278,"1,642.5","1,537.5",72497.0,1.0,1.0
Russell Dickerson,590119.0,"country, pop country",66.0,artist,"1,644.8",0.676,"1,530.1","1,332.6",362941.0,10.0,10.0
Bread,95.0,nan,1.0,artist,"1,643.8",0.876,"1,643.8","1,643.8",425619.0,5.0,5.0
Parker McCollum,708507.0,"texas country, red dirt, country",66.0,artist,"1,643.6",0.838,"1,549.5","1,540.9",259226.0,10.0,10.0
Au/Ra,598553.0,nan,61.0,artist,"1,642.4",0.394,597.8,372.1,491063.0,3.0,3.0
Famous Dex,2499508.0,nan,54.0,artist,"1,641.3",0.161,"1,439.7",642.0,1251111.0,3.0,3.0
Billie Holiday,2074181.0,"jazz, vocal jazz, jazz blues, big band",64.0,artist,"1,640.2",1.631,"1,539.9","1,345.2",244277.0,5.0,5.0
Neck Deep,1771140.0,"pop punk, punk, emo",64.0,artist,"1,639.3",0.627,"1,632.4","1,630.6",1559356.0,11.0,11.0
Hande Yener,2104080.0,"turkish pop, t-pop",67.0,artist,"1,632.7",1.246,"1,609.2","1,448.7",72905.0,3.0,3.0
Miles Davis,2739871.0,"jazz, cool jazz, hard bop, bebop, jazz fusion, free jazz, jazz blues",63.0,artist,"1,629.5",0.647,"1,595.2",870.5,160874.0,8.0,8.0
Joe Cocker,2604304.0,nan,63.0,artist,"1,628.0",0.526,"1,549.9","1,050.1",448553.0,6.0,6.0
Ben Platt,528760.0,musicals,61.0,artist,"1,627.3",0.415,"1,307.2",743.6,159021.0,1.0,1.0
La Sonora Dinamita,1434443.0,"cumbia, cumbia sonidera, tropical music, salsa",66.0,artist,"1,624.7",0.973,"1,606.4",299.6,91769.0,6.0,6.0
Mr Eazi,1594617.0,"afrobeats, afrobeat, afropop, azonto, afroswing, ghanaian hip hop, hiplife, dancehall",62.0,artist,"1,619.9",0.37,428.4,150.9,233462.0,2.0,2.0
Stan Getz,537532.0,"bossa nova, jazz, brazilian jazz, cool jazz, latin jazz",65.0,artist,"1,619.6",0.728,"1,586.7",480.8,10687.0,2.0,2.0
Kaaris,2142891.0,"french rap, pop urbaine",63.0,artist,"1,618.7",0.581,"1,350.9",992.7,785384.0,2.0,2.0
Roy Woods,1227673.0,trap soul,58.0,artist,"1,618.2",0.247,"1,464.0",735.6,1705813.0,12.0,12.0
Ivy Queen,2528410.0,reggaeton,63.0,artist,"1,617.4",0.734,"1,152.3","1,131.3",40583.0,1.0,1.0
Bipolar Sunshine,100017.0,nan,64.0,artist,"1,615.5",0.626,17.6,1.2,34396.0,2.0,2.0
Whethan,326576.0,nan,63.0,artist,"1,615.3",0.494,"1,020.3",12.4,87072.0,1.0,1.0
Los Alegres Del Barranco,1513580.0,"corrido, corridos bélicos, sierreño, norteño",68.0,artist,"1,613.9",1.216,"1,551.5","1,499.5",0.0,1.0,1.0
Casting Crowns,2372142.0,"christian, worship, ccm, christian rock, christian alternative rock, christian pop",64.0,artist,"1,605.4",0.597,"1,605.4","1,397.9",148109.0,4.0,4.0
Dayglow,1067743.0,indie rock,61.0,artist,"1,604.6",0.41,"1,603.7","1,603.7",690280.0,12.0,12.0
Aaliyah,5044144.0,r&b,65.0,artist,"1,603.4",0.705,"1,492.1","1,356.8",1434153.0,7.0,7.0
Snoh Aalegra,1426392.0,alternative r&b,65.0,artist,"1,597.8",0.634,"1,330.1","1,083.0",1005885.0,9.0,9.0
Phil Wickham,1311902.0,"worship, christian, ccm",70.0,artist,"1,596.1",1.343,"1,558.4","1,416.0",93956.0,2.0,2.0
mxmtoon,1986316.0,"bedroom pop, indie pop",58.0,artist,"1,595.7",0.272,965.9,945.4,476274.0,5.0,5.0
Rachel Platten,1008707.0,nan,59.0,artist,"1,589.0",0.256,"1,584.3","1,564.7",2011358.0,14.0,14.0
Ankit Tiwari,15072035.0,"bollywood, hindi pop, desi",67.0,artist,"1,587.6",1.158,"1,011.2",501.4,104453.0,5.0,5.0
Paloma Mami,1200599.0,"chilean trap, reggaeton chileno",64.0,artist,"1,585.9",0.809,805.9,755.8,124448.0,3.0,3.0
Interpol,1826964.0,"indie rock, post-punk",62.0,artist,"1,585.8",0.454,"1,585.8","1,575.3",95073.0,1.0,1.0
Killswitch Engage,2167706.0,"metalcore, metal",63.0,artist,"1,585.2",0.519,"1,583.3","1,539.7",141236.0,6.0,6.0
EARTHGANG,919641.0,nan,60.0,artist,"1,582.9",0.358,564.4,222.8,382711.0,3.0,3.0
MAMAMOO,7532670.0,k-pop,57.0,artist,"1,581.4",0.241,"1,581.4","1,543.8",62925.0,1.0,1.0
Edward Sharpe & The Magnetic Zeros,1080638.0,nan,61.0,artist,"1,580.0",0.378,"1,579.6","1,579.6",2055322.0,9.0,9.0
Fourtwnty,3676020.0,"indonesian indie, indonesian pop, indie",69.0,artist,"1,579.8",1.518,"1,579.8","1,215.7",59458.0,1.0,1.0
Stick Figure,881826.0,"reggae, reggae rock, roots reggae",68.0,artist,"1,577.9",0.906,"1,310.0",780.2,65667.0,5.0,5.0
Meryl Streep,157875.0,musicals,63.0,artist,"1,576.9",0.582,"1,075.2",383.2,50859.0,2.0,2.0
Commodores,2126388.0,"motown, classic soul",65.0,artist,"1,574.3",0.726,"1,574.3","1,574.3",827994.0,9.0,9.0
MHD,1724.0,nan,34.0,artist,"1,573.2",0.605,"1,219.5",902.4,605836.0,7.0,7.0
Erik Satie,942188.0,"classical, classical piano",66.0,artist,"1,570.2",0.685,"1,562.6",0.9,0.0,1.0,1.0
Take That,1443465.0,nan,63.0,artist,"1,569.3",0.601,"1,548.5","1,464.8",76409.0,2.0,2.0
Aaron May,660477.0,nan,64.0,artist,"1,568.2",0.666,"1,563.4","1,540.3",415453.0,6.0,6.0
Europe,1794765.0,"grime, uk drill",73.0,artist,"1,567.5",0.577,"1,548.0","1,547.8",2985846.0,6.0,6.0
Beach Weather,1011957.0,nan,66.0,artist,"1,566.6",0.717,"1,555.6","1,547.1",233924.0,3.0,3.0
Jorge Drexler,913003.0,"trova, singer-songwriter, latin folk, nueva trova, candombe",63.0,artist,"1,565.7",0.558,"1,169.6",971.8,139022.0,8.0,8.0
Eric Bellinger,981457.0,nan,60.0,artist,"1,564.6",0.341,"1,358.1",424.1,299682.0,2.0,2.0
Sam Barber,870883.0,country,74.0,artist,"1,563.9",2.648,"1,545.5","1,160.6",144217.0,2.0,2.0
Whitesnake,3335028.0,"glam metal, glam rock, hard rock",65.0,artist,"1,560.8",0.716,"1,560.8","1,530.7",167816.0,3.0,3.0
Helene Fischer,2188774.0,"schlager, schlagerparty, german pop",63.0,artist,"1,559.9",0.552,"1,427.1","1,238.0",257944.0,8.0,8.0
Dan Caplen,42376.0,nan,58.0,artist,"1,558.7",0.288,52.0,33.9,6386.0,2.0,2.0
Adam Port,336054.0,"afro house, house, afro tech",71.0,artist,"1,441.2",1.516,944.5,6.9,412456.0,5.0,5.0
Rob Thomas,974444.0,nan,63.0,artist,"1,555.2",0.669,"1,025.5","1,020.2",194968.0,6.0,6.0
Ahmet Kaya,7149469.0,"arabesk, anatolian rock",68.0,artist,"1,555.1",1.482,"1,501.1","1,501.1",641147.0,8.0,8.0
Jeet Gannguli,2300617.0,"bangla pop, hindi pop, bollywood",69.0,artist,"1,554.7",1.915,"1,234.4",34.5,84237.0,2.0,2.0
Nicky Youre,330781.0,nan,63.0,artist,"1,553.4",0.47,"1,553.4",134.0,224181.0,4.0,4.0
REO Speedwagon,2922658.0,"soft rock, aor, classic rock",64.0,artist,"1,551.8",0.593,"1,551.5","1,551.5",816363.0,9.0,9.0
Lucy Dacus,622647.0,nan,65.0,artist,"1,550.2",0.761,550.7,537.6,323124.0,1.0,1.0
Chevelle,2174826.0,"alternative metal, nu metal, post-grunge",68.0,artist,"1,550.0",1.12,"1,550.0","1,550.0",192905.0,7.0,7.0
Dusty Springfield,572511.0,nan,64.0,artist,"1,547.4",0.617,"1,468.0","1,433.3",186215.0,5.0,5.0
STARSET,1113228.0,nan,64.0,artist,"1,546.4",0.562,"1,546.4","1,501.6",616695.0,10.0,10.0
D12,23.0,nan,2.0,artist,"1,546.1",0.51,"1,210.5","1,072.3",3604025.0,10.0,10.0
Loreen,1195625.0,europop,66.0,artist,"1,545.6",0.8,"1,530.7","1,453.4",682199.0,5.0,5.0
Vegedream,1964300.0,"pop urbaine, french r&b, shatta, french rap",61.0,artist,"1,544.3",0.441,"1,189.3",785.6,716425.0,3.0,3.0
Sevdaliza,921350.0,nan,69.0,artist,"1,544.2",1.486,"1,499.8",225.4,44439.0,2.0,2.0
shy martin,305380.0,nan,55.0,artist,"1,544.2",0.167,533.7,502.0,219412.0,6.0,6.0
Chris Lake,429806.0,"tech house, house, bass house",69.0,artist,"1,543.3",1.027,796.6,12.3,19818.0,2.0,2.0
Gnarls Barkley,606357.0,nan,65.0,artist,"1,543.1",0.789,"1,543.1",2.3,2916103.0,13.0,13.0
The Andrews Sisters,222194.0,"christmas, big band, swing music",57.0,artist,"1,540.5",0.128,341.1,297.0,520941.0,9.0,9.0
Francesco Yates,65174.0,nan,61.0,artist,"1,537.3",0.416,41.4,41.4,0.0,2.0,2.0
Marisa Monte,2678865.0,"mpb, nova mpb",68.0,artist,"1,533.8",1.061,"1,431.2","1,192.2",0.0,2.0,2.0
Ivete Sangalo,2214750.0,"axé, pagode baiano, mpb, brazilian pop",64.0,artist,"1,533.8",0.506,"1,130.7",640.3,0.0,2.0,2.0
Baby Tate,619388.0,nan,62.0,artist,"1,530.8",0.503,443.3,289.5,17156.0,2.0,2.0
Aditya Rikhari,1859875.0,"hindi indie, indian indie, desi pop, hindi pop",77.0,artist,"1,530.7",4.83,"1,466.5","1,169.0",50470.0,1.0,1.0
Los Caminantes,2448630.0,"grupera, ranchera, norteño, cumbia",67.0,artist,"1,527.5",0.994,"1,524.0","1,521.5",0.0,3.0,3.0
Comethazine,2204690.0,nan,53.0,artist,"1,527.0",0.137,"1,525.1","1,377.7",1768435.0,9.0,9.0
Stereophonics,1752641.0,britpop,65.0,artist,"1,525.6",0.687,"1,512.9","1,512.9",384313.0,6.0,6.0
Michael Bolton,2576946.0,soft rock,64.0,artist,"1,525.3",0.599,"1,350.9","1,251.6",915455.0,12.0,12.0
Nina Chuba,1108244.0,"german indie, german pop, german indie pop",72.0,artist,"1,523.1",1.851,"1,265.3",991.3,318661.0,8.0,8.0
Rick Astley,1477421.0,nan,64.0,artist,"1,523.1",0.517,"1,517.5","1,517.0",6085712.0,10.0,10.0
Dolu Kadehi Ters Tut,3069012.0,nan,66.0,artist,"1,522.3",0.894,"1,517.2","1,199.8",37061.0,1.0,1.0
Ski Aggu,579272.0,"german indie, german hip hop",67.0,artist,"1,521.8",0.841,"1,031.0",237.9,197771.0,1.0,1.0
01099,423992.0,"german indie, german indie pop, german hip hop, german pop",66.0,artist,"1,428.7",0.689,989.0,39.0,83044.0,3.0,3.0
Richy Mitch & The Coal Miners,316470.0,nan,67.0,artist,"1,519.4",0.881,"1,517.9","1,459.2",193910.0,3.0,3.0
Declan McKenna,1082630.0,nan,62.0,artist,"1,517.7",0.455,"1,513.3","1,511.0",1901902.0,13.0,13.0
Ying Yang Twins,1234726.0,"crunk, southern hip hop",64.0,artist,"1,517.5",0.702,525.9,186.3,558381.0,4.0,4.0
Kailash Kher,9618810.0,"sufi, bhajan, bollywood, qawwali, hindi pop",69.0,artist,"1,517.5",1.773,"1,046.0",249.5,1094718.0,2.0,2.0
Alex Ubago,2912831.0,latin pop,65.0,artist,"1,517.4",0.827,"1,348.3",996.9,0.0,1.0,1.0
Jonna Fraser,284765.0,nan,62.0,artist,"1,515.7",0.44,748.7,170.1,89179.0,1.0,1.0
Justin Moore,1916506.0,"country, acoustic country",61.0,artist,"1,514.9",0.399,"1,419.3","1,282.6",51306.0,9.0,9.0
Lloyd Banks,1439229.0,nan,62.0,artist,"1,511.3",0.568,901.6,268.3,208438.0,2.0,2.0
Diana Krall,1168039.0,"vocal jazz, jazz, smooth jazz",62.0,artist,"1,509.2",0.492,"1,348.1","1,128.3",20207.0,3.0,3.0
DYSTINCT,834171.0,"moroccan pop, raï",71.0,artist,"1,507.1",1.796,787.2,124.3,143799.0,4.0,4.0
Jazeek,746768.0,german hip hop,72.0,artist,"1,501.9",1.831,"1,310.8","1,010.0",110398.0,4.0,4.0
Howard Shore,500066.0,soundtrack,66.0,artist,"1,501.3",0.623,"1,467.0","1,081.3",34138.0,1.0,1.0
Mahmood,1547952.0,nan,58.0,artist,"1,491.4",0.261,"1,189.5",794.5,1169874.0,10.0,10.0
KeBlack,1882029.0,"pop urbaine, french r&b, french rap",69.0,artist,"1,490.0",1.142,"1,157.3",852.6,24163.0,1.0,1.0
Pol Granch,304323.0,nan,67.0,artist,"1,489.5",1.462,338.5,305.1,6095.0,1.0,1.0
FKA twigs,1444504.0,"art pop, alternative r&b",64.0,artist,"1,487.8",0.606,"1,025.4",771.9,2797618.0,9.0,9.0
Travie McCoy,493182.0,nan,60.0,artist,"1,486.6",0.451,"1,008.6",43.0,0.0,2.0,2.0
Kelis,721065.0,nan,66.0,artist,"1,486.5",1.049,898.1,681.2,2111208.0,10.0,10.0
Szpaku,975717.0,nan,66.0,artist,"1,486.2",0.905,839.1,117.4,614164.0,7.0,7.0
Sampha,869445.0,indie soul,65.0,artist,"1,485.6",0.457,497.6,489.9,934573.0,10.0,10.0
DVBBS,1058043.0,"edm, big room",57.0,artist,"1,483.7",0.218,"1,255.2",99.0,109601.0,5.0,5.0
Clams Casino,386358.0,cloud rap,69.0,artist,"1,483.4",1.268,418.2,106.2,114119.0,7.0,7.0
Jovanotti,2747063.0,"italian singer-songwriter, italo dance",62.0,artist,"1,477.8",0.489,"1,203.9","1,048.6",79236.0,3.0,3.0
Anson Seabra,1104369.0,nan,60.0,artist,"1,477.6",0.338,"1,471.3","1,471.3",382215.0,3.0,3.0
Cody Jinks,1161611.0,"red dirt, texas country, outlaw country, country",63.0,artist,"1,477.0",0.486,"1,474.0","1,466.8",262798.0,5.0,5.0
ZillaKami,612993.0,"trap metal, emo rap, horrorcore, rage rap, rap metal",62.0,artist,"1,476.1",0.473,395.7,316.4,137233.0,1.0,1.0
Kasabian,1871201.0,"britpop, indie, indie rock",60.0,artist,"1,474.9",0.361,"1,469.5","1,463.8",284988.0,6.0,6.0
Damas Gratis,2123235.0,"cumbia, cuarteto",62.0,artist,"1,474.7",0.497,"1,348.7",535.5,0.0,1.0,1.0
Edward Maya,344985.0,nan,67.0,artist,"1,474.4",0.875,"1,387.8",110.1,915002.0,7.0,7.0
Chet Baker,1336601.0,"jazz, cool jazz, vocal jazz",65.0,artist,"1,473.5",0.75,"1,368.2","1,299.2",301903.0,4.0,4.0
Bakar,714531.0,nan,64.0,artist,"1,473.4",0.582,"1,426.2","1,041.4",326121.0,4.0,4.0
Veysel,982833.0,german hip hop,61.0,artist,"1,263.3",0.346,857.3,520.4,734002.0,11.0,11.0
Nardo Wick,1616546.0,nan,62.0,artist,"1,472.0",0.41,"1,289.1",571.8,337456.0,6.0,6.0
Franglish,1878086.0,"french r&b, pop urbaine, french rap",67.0,artist,"1,471.0",0.738,"1,025.0",551.7,139543.0,10.0,10.0
Herencia de Patrones,2694735.0,"corridos tumbados, corrido, corridos bélicos, sierreño, sad sierreño",64.0,artist,"1,468.6",0.767,"1,205.9",625.8,53513.0,2.0,2.0
Mandy Moore,795862.0,nan,62.0,artist,"1,468.5",0.533,"1,467.3",823.9,474839.0,4.0,4.0
Corinne Bailey Rae,858680.0,nan,63.0,artist,"1,465.9",0.554,"1,446.5","1,446.5",609841.0,8.0,8.0
Janieck,51217.0,nan,60.0,artist,"1,465.2",0.355,167.8,81.2,71188.0,3.0,3.0
YouNotUs,78099.0,nan,59.0,artist,"1,207.1",0.265,653.9,50.7,56154.0,2.0,2.0
Tom Rosenthal,624451.0,nan,63.0,artist,"1,465.1",0.544,"1,390.5","1,332.9",169853.0,5.0,5.0
Clinton Kane,936675.0,nan,57.0,artist,"1,463.6",0.225,"1,172.7","1,171.9",18272.0,1.0,1.0
Vicentico,1727851.0,"argentine rock, latin rock, rock en español",61.0,artist,"1,463.5",0.394,"1,273.0",863.3,0.0,1.0,1.0
INTERWORLD,913988.0,"phonk, drift phonk, brazilian phonk",62.0,artist,"1,462.7",0.471,"1,455.5","1,371.0",441729.0,6.0,6.0
Madcon,459862.0,norwegian hip hop,62.0,artist,"1,462.3",0.439,"1,331.9",611.9,11677.0,3.0,3.0
Mindless Self Indulgence,1630587.0,nan,71.0,artist,"1,462.3",1.494,"1,460.4","1,458.5",725641.0,9.0,9.0
Super Yei,610965.0,reggaeton,63.0,artist,"1,462.1",0.603,"1,460.8",54.1,24263.0,2.0,2.0
Sabrina Claudio,1720456.0,nan,60.0,artist,"1,461.0",0.336,"1,257.1",985.9,813743.0,6.0,6.0
HVME,79105.0,slap house,58.0,artist,"1,459.7",0.24,579.7,558.9,36379.0,3.0,3.0
First Aid Kit,1261286.0,"indie folk, folk",60.0,artist,"1,456.5",0.34,"1,369.9","1,357.4",765347.0,12.0,12.0
TheFatRat,2037875.0,nan,64.0,artist,"1,456.2",0.487,"1,449.6",580.0,465009.0,10.0,10.0
Murillo e LT no Beat,504131.0,"trap funk, brazilian funk, funk consciente, brazilian trap",70.0,artist,"1,455.6",1.553,29.0,nan,0.0,1.0,1.0
Halestorm,1635883.0,nan,65.0,artist,"1,455.5",0.606,"1,440.5","1,410.8",211644.0,9.0,9.0
Leony,200560.0,nan,63.0,artist,"1,454.5",0.482,424.0,322.2,34818.0,4.0,4.0
Matt Maltese,763024.0,nan,67.0,artist,"1,454.4",0.845,"1,452.6","1,429.4",1432314.0,4.0,4.0
The Magician,104674.0,nan,63.0,artist,"1,453.4",0.602,347.3,61.1,51427.0,3.0,3.0
Bill Evans,777390.0,"jazz, cool jazz, bebop, hard bop",62.0,artist,"1,453.0",0.565,"1,124.6",920.0,12732.0,2.0,2.0
Toni Braxton,4544616.0,r&b,65.0,artist,"1,452.9",0.723,"1,356.4","1,184.5",677262.0,9.0,9.0
AgroPlay,980800.0,"agronejo, sertanejo, sertanejo universitário",64.0,artist,"1,452.1",0.708,"1,202.4",nan,0.0,1.0,1.0
Bishop Briggs,965297.0,nan,61.0,artist,"1,451.2",0.428,"1,381.0","1,361.3",1859474.0,11.0,11.0
Olexesh,983344.0,german hip hop,63.0,artist,"1,450.5",0.38,"1,170.0",518.9,252714.0,2.0,2.0
Parcels,1092234.0,indie soul,71.0,artist,"1,447.2",1.427,"1,373.8","1,308.9",276926.0,11.0,11.0
Too $hort,1674229.0,"hyphy, west coast hip hop, g-funk, old school hip hop, gangster rap",62.0,artist,"1,446.3",0.474,666.9,411.6,74624.0,1.0,1.0
El Bebeto,2791060.0,"banda, mariachi, ranchera, norteño, grupera",63.0,artist,"1,444.4",0.765,"1,202.5","1,193.0",0.0,4.0,4.0
Donna Summer,2163936.0,"disco, hi-nrg",64.0,artist,"1,443.5",0.588,"1,280.3","1,214.2",796731.0,8.0,8.0
